datum_von;kennzeichen1;fahrzeugart;fabrikat;strasse;hausnummer;tatbestand1;tatbestand2;tatbestand3
2021-05-01 16:18:00.000;K;PKW;VW-VOLKSWAGEN;BAYENSTR.;11;141106;;
2021-05-01 19:15:00.000;K;PKW;HYUNDAI;LORELEYSTR.;26;329119;;
2021-05-01 16:28:00.000;K;PKW;MERCEDES;AM BOTANISCHEN GARTEN;1;141312;;
2021-05-03 10:29:00.000;SU;LKW;VW-VOLKSWAGEN;BURGMAUER;8;141322;;
2021-05-04 10:10:00.000;SU;PKW;MINI;NEUSSER STR.;49;113140;;
2021-05-03 11:50:00.000;K;PKW;SMART;SUDERMANSTR.;10;113140;;
2021-05-03 11:50:00.000;K;PKW;DACIA;SUDERMANSTR.;8;113140;;
2021-05-03 11:50:00.000;K;PKW;MAZDA;SUDERMANSTR.;2;113140;;
2021-05-03 07:28:00.000;K;PKW;OPEL;RICHARTZSTR.;;141322;;
2021-05-03 07:01:00.000;K;PKW;VW-VOLKSWAGEN;STEINWEG;12-14;141312;;
2021-05-02 12:48:00.000;M;PKW;VW-VOLKSWAGEN;MAYBACHSTR.;22;141312;;
2021-05-02 11:20:00.000;K;PKW;DACIA;LENTSTR.;8;329113;;
2021-05-02 11:16:00.000;K;PKW;MERCEDES;LENTSTR.;;113140;;
2021-05-02 10:58:00.000;DN;PKW;AUDI;NEUSSER WALL;42;113140;;
2021-05-01 14:52:00.000;BM;PKW;AUDI;BRÜDERSTR.;17;141392;;
2021-05-01 13:08:00.000;SI;PKW;MERCEDES;ANTONITERSTR.;14-16;141312;;
2021-05-05 07:10:00.000;K;PKW;VW-VOLKSWAGEN;BALTHASARSTR.;31;142103;;
2021-05-05 07:02:00.000;EL;PKW;FORD;KASPARSTR.;;142103;;
2021-05-05 07:02:00.000;K;PKW;BMW;KASPARSTR.;;142103;;
2021-05-05 07:02:00.000;ME;PKW;FIAT;KASPARSTR.;;142103;;
2021-05-05 07:05:00.000;DA;PKW;PEUGEOT;KASPARSTR.;9;142103;;
2021-05-05 07:05:00.000;KLE;PKW;LADA;KASPARSTR.;1;142103;;
2021-05-04 07:15:00.000;K;PKW;VW-VOLKSWAGEN;BALTHASARSTR.;31;142106;;
2021-05-05 07:10:00.000;SIM;PKW;MERCEDES;BALTHASARSTR.;31;142103;;
2021-05-05 07:05:00.000;SI;PKW;BMW;KASPARSTR.;2;142103;;
2021-05-05 07:05:00.000;K;PKW;PEUGEOT;KASPARSTR.;1;142103;;
2021-05-04 07:00:00.000;K;PKW;RENAULT;KASPARSTR.;45;142106;;
2021-05-04 10:13:00.000;K;PKW;RENAULT;NEUSSER STR.;49;113140;;
2021-05-04 10:13:00.000;HH;PKW;MERCEDES;NEUSSER STR.;47;113140;;
2021-05-04 09:25:00.000;K;PKW;TOYOTA;NEUSSER STR.;39;113142;;
2021-05-04 10:03:00.000;K;PKW;FIAT;NEUSSER STR.;35;113140;;
2021-05-04 10:03:00.000;K;PKW;SEAT;NEUSSER STR.;27-29;113140;;
2021-05-04 10:03:00.000;LM;PKW;VW-VOLKSWAGEN;NEUSSER STR.;25;113140;;
2021-05-04 10:03:00.000;HS;PKW;OPEL;NEUSSER STR.;23;113140;;
2021-05-04 10:03:00.000;K;PKW;TOYOTA;NEUSSER STR.;3;113140;;
2021-05-03 11:50:00.000;K;PKW;SMART;SUDERMANSTR.;2;113142;;
2021-05-04 07:15:00.000;HSK;PKW;AUDI;BALTHASARSTR.;;142103;;
2021-05-04 07:15:00.000;K;PKW;TOYOTA;BALTHASARSTR.;;142103;;
2021-05-04 07:15:00.000;SU;PKW;SEAT;BALTHASARSTR.;31;142103;;
2021-05-04 07:15:00.000;DN;PKW;BMW;BALTHASARSTR.;;142103;;
2021-05-04 07:00:00.000;K;PKW;FORD;KASPARSTR.;6;142103;;
2021-05-04 07:00:00.000;K;PKW;DACIA;KASPARSTR.;47;142103;;
2021-05-04 07:00:00.000;DA;PKW;CITROEN;KASPARSTR.;47;142103;;
2021-05-04 07:00:00.000;K;PKW;MERCEDES;KASPARSTR.;47;142103;;
2021-05-04 07:00:00.000;K;PKW;SEAT;WEISSENBURGSTR.;2;141312;;
2021-05-04 07:00:00.000;K;PKW;CITROEN;PRÄLAT-OTTO-MÜLLER-PLATZ;1;141312;;
2021-05-03 11:30:00.000;K;PKW;TOYOTA;NEUSSER STR.;1;141323;;
2021-05-03 12:00:00.000;BM;PKW;AUDI;SUDERMANSTR.;10;141323;;
2021-05-03 12:29:00.000;ME;PKW;VW-VOLKSWAGEN;VENLOER STR.;383B;113144;;
2021-05-04 10:03:00.000;EU;PKW;FIAT;NEUSSER STR.;39;113140;;
2021-05-04 10:03:00.000;K;PKW;AUDI;NEUSSER STR.;25;113140;;
2021-05-03 15:04:00.000;K;PKW;PORSCHE;NEVEN-DU MONT-STR.;;113140;;
2021-05-03 15:02:00.000;K;PKW;JEEP;NEVEN-DU MONT-STR.;;113140;;
2021-05-03 12:24:00.000;H;LKW;PEUGEOT;RICHARTZSTR.;14-16;113140;;
2021-05-03 10:56:00.000;K;PKW;NISSAN;RICHARTZSTR.;;113142;;
2021-05-03 10:48:00.000;ME;PKW;AUDI;AN DER RECHTSCHULE;;113142;;
2021-05-03 12:06:00.000;K;PKW;VW-VOLKSWAGEN;AN DER RECHTSCHULE;;141312;;
