datum_von;kennzeichen1;fahrzeugart;fabrikat;strasse;hausnummer;tatbestand1;tatbestand2;tatbestand3
2021-09-01 11:35:00.000;D;PKW;FIAT;GREMBERGER STR.;;141313;;
2021-09-06 07:54:00.000;K;PKW;SEAT;STOCKHOLMER ALLEE;25;141312;;
2021-09-06 07:56:00.000;K;PKW;JAGUAR;STOCKHOLMER ALLEE;25;141312;;
2021-09-06 07:43:00.000;K;PKW;MERCEDES;OSLOER STR.;6;141312;;
2021-09-06 07:43:00.000;K;PKW;RENAULT;OSLOER STR.;;141312;;
2021-09-06 07:43:00.000;K;PKW;VW-VOLKSWAGEN;OSLOER STR.;6;141312;;
2021-09-06 07:43:00.000;WW;PKW;MERCEDES;OSLOER STR.;;141312;;
2021-09-06 07:43:00.000;K;PKW;MERCEDES;OSLOER STR.;6;141312;;
2021-09-06 08:23:00.000;K;PKW;MERCEDES;WARTHESTR.;22;937221;;
2021-09-06 08:11:00.000;MZ;LKW;FORD;NEISSESTR.;8;112403;;
2021-09-06 08:05:00.000;K;PKW;FORD;NEISSESTR.;;937221;;
2021-09-04 14:40:00.000;K;PKW;KIA;AM BRAUNSACKER;4;141245;;
2021-09-04 13:42:00.000;OF;PKW;SKODA;LIVERPOOLER PLATZ;;141310;;
2021-09-04 13:41:00.000;NE;PKW;MERCEDES;LIVERPOOLER PLATZ;;141310;;
2021-09-04 13:41:00.000;K;PKW;VW-VOLKSWAGEN;LIVERPOOLER PLATZ;;141310;;
2021-09-04 13:41:00.000;K;PKW;OPEL;LIVERPOOLER PLATZ;;141310;;
2021-09-04 14:05:00.000;K;PKW;MERCEDES;ROBERT-GROSCHE-STR.;;112262;;
2021-09-04 13:56:00.000;K;PKW;SMART;MATAREWEG;49;141106;;
2021-09-04 13:48:00.000;K;PKW;RENAULT;LUDWIG-GIES-STR.;1;141312;112042;
2021-09-04 13:39:00.000;KS;PKW;RENAULT;LIVERPOOLER PLATZ;;910121;;
2021-09-04 13:39:00.000;K;PKW;VW-VOLKSWAGEN;LIVERPOOLER PLATZ;;910321;;
2021-09-04 13:34:00.000;K;PKW;BMW;LIVERPOOLER PLATZ;;141310;;
2021-09-04 13:21:00.000;K;PKW;VW-VOLKSWAGEN;TURKUPLATZ;;113140;;
2021-09-04 13:25:00.000;K;PKW;VW-VOLKSWAGEN;TURKUPLATZ;;113140;;
2021-09-04 13:24:00.000;BM;PKW;VW-VOLKSWAGEN;TURKUPLATZ;;113140;;
2021-09-04 13:18:00.000;BM;PKW;VW-VOLKSWAGEN;TURKUPLATZ;;113140;;
2021-09-04 13:18:00.000;BM;PKW;MERCEDES;TURKUPLATZ;;113140;;
2021-09-04 13:18:00.000;K;PKW;FORD;TURKUPLATZ;;113140;;
2021-09-04 13:15:00.000;E;PKW;OPEL;ATHENER RING;4;113140;;
