datum_von;kennzeichen1;fahrzeugart;fabrikat;strasse;hausnummer;tatbestand1;tatbestand2;tatbestand3
2021-06-01 12:04:00.000;SU;PKW;FORD;GRASEGGERSTR.;65;141413;;
2021-06-01 12:08:00.000;BN;PKW;BMW;GRASEGGERSTR.;110;141413;;
2021-06-01 12:08:00.000;GM;PKW;FIAT;GRASEGGERSTR.;126;112273;;
2021-06-01 12:21:00.000;K;PKW;PORSCHE;RAMBOUXSTR.;;112113;112372;
2021-06-01 14:27:00.000;K;PKW;MERCEDES;NETTESHEIMER STR.;;141312;;
2021-06-02 10:10:00.000;BM;PKW;VW-VOLKSWAGEN;SCHWERTNERGASSE;;141312;;
2021-06-01 08:00:00.000;K;PKW;FIAT;GRAF-ADOLF-STR.;;141245;;
2021-06-01 07:20:00.000;K;PKW;MERCEDES;BERGISCH GLADBACHER STR.;112;141312;;
2021-06-01 10:44:00.000;K;PKW;VW-VOLKSWAGEN;HASELNUSSWEG;1;141245;;
2021-06-01 10:40:00.000;K;PKW;MINI;HASELNUSSWEG;21;113140;;
2021-06-01 10:40:00.000;K;PKW;VW-VOLKSWAGEN;HASELNUSSWEG;21;113140;;
2021-06-01 10:40:00.000;BM;PKW;FORD;HASELNUSSWEG;17;113140;;
2021-06-01 10:35:00.000;K;PKW;AUDI;HASELNUSSWEG;34;113140;;
2021-06-05 23:10:00.000;WIT;PKW;RENAULT;LÜTTRINGHAUSER STR.;64;141312;;
2021-06-05 23:02:00.000;SU;PKW;ALFA-ROMEO;THUMBSTR.;;141312;;
2021-06-05 22:55:00.000;K;PKW;MERCEDES;REMSCHEIDER STR.;72;141312;;
2021-06-05 22:48:00.000;K;PKW;FIAT;BERTRAMSTR.;;141245;;
2021-06-05 22:48:00.000;K;PKW;VW-VOLKSWAGEN;NIESSENSTR.;;141245;;
2021-06-05 22:35:00.000;SU;PKW;MERCEDES;BERTRAMSTR.;;141621;112263;112403
2021-06-05 22:30:00.000;K;PKW;VW-VOLKSWAGEN;REMAGENER STR.;12;141312;;
2021-06-05 22:00:00.000;K;PKW;PEUGEOT;WÜRZBURGER STR.;34;112402;141312;112042
2021-06-05 22:00:00.000;SU;PKW;FORD;MILTENBERGER STR.;;112402;112272;
2021-06-05 21:03:00.000;K;LKW;FORD;LUDWIG-QUIDDE-PLATZ;15-31;141621;112263;112403
2021-06-05 21:00:00.000;LEV;PKW;MERCEDES;LUDWIG-QUIDDE-PLATZ;18;141312;;
