datum_von;kennzeichen1;fahrzeugart;fabrikat;strasse;hausnummer;tatbestand1;tatbestand2;tatbestand3
2021-11-29 08:48:00.000;BO;PKW;VW-VOLKSWAGEN;HANSEMANNSTR.;2A;141322;;
2021-11-29 08:44:00.000;BM;PKW;FORD;VENLOER STR.;326;141322;;
2021-11-29 08:24:00.000;K;PKW;VOLVO;PELLENZSTR.;13;112454;141312;
2021-11-29 09:47:00.000;K;PKW;VW-VOLKSWAGEN;GOTENRING;10;113140;;
2021-11-29 09:47:00.000;HH;PKW;VW-VOLKSWAGEN;GOTENRING;18;113140;;
2021-11-30 13:45:00.000;K;PKW;CITROEN;CHRISTINASTR.;62-64;141313;;
2021-11-30 13:45:00.000;GL;PKW;VOLVO;CHRISTINASTR.;62-64;141313;;
2021-11-30 13:15:00.000;K;PKW;NISSAN;RIEHLER TAL;50;141412;;
2021-11-30 11:48:00.000;K;PKW;FORD;KEMPENER STR.;143;141313;;
2021-11-30 11:42:00.000;BOR;PKW;NISSAN;SIEBACHSTR.;119;141343;;
2021-11-30 11:15:00.000;MYK;PKW;MERCEDES;NIEHLER STR.;72;141343;;
2021-11-30 11:15:00.000;K;LKW;FORD;NIEHLER STR.;72;141343;;
2021-11-30 11:15:00.000;GI;PKW;OPEL;NIEHLER STR.;74;141343;112062;
2021-11-30 11:00:00.000;DO;PKW;OPEL;MERKENICHER STR.;183;141245;;
2021-11-30 10:30:00.000;K;PKW;FORD;NIEHLER DAMM;83;141313;;
2021-11-29 12:04:00.000;SU;PKW;VW-VOLKSWAGEN;HELENENWALLSTR.;;113140;;
2021-11-29 14:41:00.000;K;PKW;VW-VOLKSWAGEN;LUXEMBURGER STR.;116;113180;;
2021-11-29 14:41:00.000;K;PKW;OPEL;LUXEMBURGER STR.;;113180;;
2021-11-29 14:41:00.000;K;PKW;TOYOTA;LUXEMBURGER STR.;116;113180;;
2021-11-29 14:41:00.000;K;PKW;MERCEDES;LUXEMBURGER STR.;116;113180;;
