datum_von;kennzeichen1;fahrzeugart;fabrikat;strasse;hausnummer;tatbestand1;tatbestand2;tatbestand3
2020-10-01 07:40:00.000;HBN;PKW;HONDA;HOMARSTR.;58;112292;;
2020-10-01 07:50:00.000;K;PKW;TOYOTA;SCHULSTR.;;141312;112042;
2020-10-01 07:50:00.000;K;PKW;MERCEDES;SCHULSTR.;;141312;112042;
2020-10-01 10:10:00.000;K;PKW;MERCEDES;WIEHLER STR.;59;141312;;
2020-10-01 14:10:00.000;K;PKW;SUZUKI;KAPELLENSTR.;5;141312;;
2020-10-01 14:15:00.000;K;PKW;ALFA-ROMEO;KAPELLENSTR.;19;112292;;
2020-10-01 15:09:00.000;SG;PKW;VW-VOLKSWAGEN;VOLPERTUSSTR.;;141312;;
2020-10-01 15:16:00.000;K;PKW;VW-VOLKSWAGEN;TAUNUSSTR.;17;141312;;
2020-10-01 21:44:00.000;K;PKW;FORD;EISENMARKT;;141106;;
2020-10-01 21:44:00.000;AC;PKW;MERCEDES;EISENMARKT;;141106;;
2020-10-01 21:44:00.000;SU;PKW;MERCEDES;EISENMARKT;;141106;;
2020-10-01 10:25:00.000;K;PKW;FORD;BURGENLANDSTR.;9-9A;141312;;
2020-10-01 10:45:00.000;K;PKW;MERCEDES;TAUNUSSTR.;47;329119;;
2020-10-01 10:51:00.000;K;PKW;OPEL;GOTTFRIED-HAGEN-STR.;36;113140;;
2020-10-01 10:51:00.000;GL;PKW;MERCEDES;GOTTFRIED-HAGEN-STR.;36;113140;;
2020-10-01 10:51:00.000;BM;PKW;AUDI;GOTTFRIED-HAGEN-STR.;36;113140;;
2020-10-01 11:00:00.000;K;PKW;FORD;GOTTFRIED-HAGEN-STR.;40;113140;;
2020-10-01 11:00:00.000;K;PKW;FIAT;GOTTFRIED-HAGEN-STR.;40;113140;;
2020-10-01 10:55:00.000;EU;PKW;FORD;GOTTFRIED-HAGEN-STR.;38-40;113140;;
2020-10-01 18:47:00.000;K;PKW;FORD;LUDWIG-GIES-STR.;10;112216;;
2020-10-01 19:13:00.000;MK;PKW;MERCEDES;LUDWIG-GIES-STR.;1;141312;112042;
2020-10-01 20:52:00.000;K;PKW;PORSCHE;STAFFELSBERGSTR.;58;112402;;
2020-10-01 21:25:00.000;BM;PKW;AUDI;LIVERPOOLER PLATZ;;141312;;
2020-10-01 21:43:00.000;SU;PKW;CITROEN;FLORENZER STR.;;141312;;
2020-10-01 22:00:00.000;K;PKW;FORD;FRITZ-ERLER-STR.;5;142278;;
2020-10-01 07:11:00.000;K;PKW;MERCEDES;NEUERBURGSTR.;15;141312;;
2020-10-01 07:45:00.000;K;PKW;VW-VOLKSWAGEN;BERTRAMSTR.;;112402;;
2020-10-01 07:45:00.000;K;PKW;OPEL;MANTEUFFELSTR.;2;141312;112042;
2020-10-01 07:52:00.000;K;PKW;NISSAN;MANTEUFFELSTR.;9;141312;;
2020-10-01 08:00:00.000;K;PKW;VW-VOLKSWAGEN;LOESTR.;;112273;;
2020-10-01 08:00:00.000;K;PKW;RENAULT;ALBERMANNSTR.;;112273;;
2020-10-01 08:00:00.000;MG;PKW;OPEL;LOESTR.;;112273;;
2020-10-01 08:00:00.000;K;PKW;FORD;ALBERMANNSTR.;41-45;141313;;
2020-10-01 12:31:00.000;K;PKW;OPEL;KANTSTR.;14;141310;;
2020-10-01 12:28:00.000;K;PKW;VW-VOLKSWAGEN;MARTHA-MENSE-STR.;1;142103;;
2020-10-01 11:55:00.000;ME;LKW;MERCEDES;NEUERBURGSTR.;;141311;112040;
