datum_von;kennzeichen1;fahrzeugart;fabrikat;strasse;hausnummer;tatbestand1;tatbestand2;tatbestand3
2020-07-31 15:20:00.000;K;PKW;FORD;NEUSSER STR.;292-294;113140;;
2020-07-31 15:20:00.000;SWA;PKW;FORD;NEUSSER STR.;304;113140;;
2020-07-31 15:13:00.000;K;PKW;FIAT;NEUSSER STR.;280;113140;;
2020-07-31 15:13:00.000;K;PKW;MERCEDES;NEUSSER STR.;280;113140;;
2020-07-31 15:13:00.000;K;PKW;VW-VOLKSWAGEN;NEUSSER STR.;266-276;113140;;
2020-07-31 15:08:00.000;K;PKW;BMW;NEUSSER STR.;258;113140;;
2020-07-31 15:08:00.000;K;PKW;MERCEDES;NEUSSER STR.;258;113140;;
2020-07-31 14:59:00.000;K;PKW;OPEL;NEUSSER STR.;237;910321;;
2020-07-31 14:43:00.000;K;PKW;MERCEDES;NEUSSER STR.;221;113140;;
2020-07-31 14:33:00.000;K;Kraftrad;UNBEKANNT;NEUSSER STR.;211-213;141322;;
2020-07-31 14:39:00.000;K;PKW;FIAT;NEUSSER STR.;207-209;113140;;
2020-07-31 13:35:00.000;BM;PKW;MERCEDES;NEUSSER STR.;353;113140;;
2020-07-31 13:35:00.000;EU;PKW;BMW;NEUSSER STR.;361;113140;;
2020-07-31 13:35:00.000;K;PKW;MERCEDES;NEUSSER STR.;361;113140;;
2020-07-31 13:30:00.000;K;PKW;FORD;NEUSSER STR.;391-393;113140;;
2020-07-31 13:27:00.000;DU;PKW;MERCEDES;COHNENHOFSTR.;;900321;141312;
2020-07-31 13:27:00.000;BM;PKW;KIA;COHNENHOFSTR.;;900321;141312;
2020-07-31 13:01:00.000;K;PKW;CITROEN;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;K;PKW;FORD;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;BM;PKW;BMW;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;W;PKW;VW-VOLKSWAGEN;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;BM;PKW;VW-VOLKSWAGEN;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;SG;PKW;MITSUBISHI;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;K;PKW;CITROEN;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;K;PKW;PEUGEOT;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;M;PKW;SEAT;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;K;Sonstiges Fahrzeug;NULL;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;OP;PKW;BMW;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;BM;PKW;AUDI;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;BM;PKW;MAZDA;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;K;PKW;OPEL;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;K;PKW;FORD;HITDORFER FÄHRWEG;;900321;;
2020-07-31 13:01:00.000;GM;PKW;PEUGEOT;HITDORFER FÄHRWEG;;900321;;
