strasse;hausnummer;anzahl bussgelder
PETER-MICHELS-STR.;11-19;6
ANTONIASTR.;12;6
PETER-BAUER-STR.;3;6
PESCHER HOLZWEG;;6
ANTWERPENER STR.;13;6
ANTWERPENER STR.;20-22A;6
ANTWERPENER STR.;26;6
PELLENZSTR.;27;6
PAULSTR.;39;6
PAULSTR.;15-17;6
PAUL-NIESSEN-STR.;19;6
PAUL-NIESSEN-STR.;14;6
SCHNURGASSE;49;6
APOSTELNSTR.;32/38;6
PAULINENHOFSTR.;44-48;6
AACHENER STR.;51;6
APPELLHOFPLATZ;5;6
PARKSTR.;55;6
AQUINOSTR.;2;6
PARKGÜRTEL;31;6
PANTALEONSWALL;5;6
SCHNELLWEIDER STR.;26;6
PANTALEONSWALL;32;6
PANTALEONSWALL;30;6
PANTALEONSWALL;27;6
ARNDTSTR. WE;24;6
PANKRATIUSSTR.;24;6
PALMSTR.;43;6
PALMSTR.;17;6
PALLENBERGSTR.;;6
PALANTERSTR.;5A;6
PALANTERSTR.;12A;6
ARNULFSTR.;26;6
ARNULFSTR.;9;6
OVERSTOLZENSTR.;21A;6
OVERSTOLZENSTR.;18;6
OVERSTOLZENSTR.;15;6
OVERSTOLZENSTR.;12;6
OVERBECKSTR.;65;6
AACHENER STR.;527;6
ASTERNWEG;5;6
ATHENER RING;12;6
ATHENER RING;22;6
OTTO-GERIG-STR.;12;6
OTTO-FISCHER-STR.;4;6
OTTO-FISCHER-STR.;25;6
AUERSTR.;9;6
OTTO-BAYER-STR.;TOR 11;6
AUF DEM BERLICH;26;6
OSTMERHEIMER STR.;214;6
AACHENER STR.;537;6
AUF DEM KITZEBERG;;6
OSTLANDSTR.;45/47;6
SCHMITTGASSE;73;6
SCHMITTGASSE;71;6
AUF DEM ROTHENBERG;10;6
AUF DEM ROTHENBERG;4;6
OSTHEIMER STR.;48;6
OSTHEIMER STR.;46;6
OSTHEIMER STR.;44;6
OSTHEIMER STR.;39;6
OSTHEIMER STR.;28;6
OSTHEIMER STR.;24;6
AUF DEM STALLBERG;2;6
AUF DEM STALLBERG;;6
OSKAR-KOKOSCHKA-STR.;13;6
AUF DEN STEINEN;;6
AUF DER RUHR;7-11;6
ORANIENSTR.;19;6
OLYMPIAWEG;50;6
ÖLSTR.;6;6
OLPENER STR.;918;6
OLPENER STR.;906;6
OLPENER STR.;855;6
OLPENER STR.;837;6
AUGUSTE-KOWALSKI-STR.;1;6
OLPENER STR.;53;6
OLPENER STR.;202;6
AUGUST-HAAS-STR.;15;6
AUGUSTSTR.;12;6
ODENWALDSTR.;65;6
ODENWALDSTR.;29;6
ODENTHALER STR.;6;6
ÄUSSERE KANALSTR.;40;6
ÄUSSERE KANALSTR.;81;6
OBERLÄNDER WALL;14;6
OBERER KOMARWEG;;6
OBERE DORFSTR.;8A;6
OBERE DORFSTR.;83;6
OBENMARSPFORTEN;13-15;6
BACHEMER STR.;101;6
BACHEMER STR.;129;6
NÜRNBERGER STR.;11;6
BACHEMER STR.;211;6
BACHEMER STR.;296;6
NÖRDLINGER STR.;8;6
NÖRDLINGER STR.;1;6
NORBERTSTR.;38;6
NORBERTSTR.;32;6
NORBERTSTR.;29;6
NORBERTSTR.;27;6
NORBERTSTR.;25;6
NORBERTSTR.;24;6
NORBERTSTR.;17;6
NOHLSTR.;32;6
AACHENER STR.;5-7;6
NOBELSTR.;44;6
BADORFER STR.;2;6
NIKOLAUSSTR.;72;6
NIKOLAUSSTR.;59;6
SCHMALBEINSTR.;70;6
NIKOLAUSSTR.;132;6
NIKOLAUSSTR.;121;6
NIKOLAUSPLATZ;;6
NIEHLER STR.;72-74;6
BAHNHOFSTR. SÜ;30;6
NIEHLER STR.;444;6
NIEHLER STR.;38;6
NIEHLER STR.;339;6
NIEHLER STR.;227;6
BALTHASARSTR.;57;6
BARBARASTR. PO;49;6
NIEHLER DAMM;125;6
NIEHLER DAMM;111;6
NIEDERKASSELER STR.;5A;6
NIEDERICHSTR.;4;6
NIEDERICHSTR.;29;6
SCHMALBEINSTR.;42-44;6
NIEDERICHSTR.;12;6
BARDENHEUERSTR.;3;6
NIEDERICHSTR.;10;6
BARMER STR.;1;6
SECHZIGSTR.;20;6
NIDEGGER STR.;20;6
BARTHELSTR.;4;6
NIBELUNGENWEG;66;6
NIBELUNGENSTR.;;6
NIBELUNGENPLATZ;;6
BATAVERSTR.;12;6
NEVEN-DU MONT-STR.;15-19;6
NEUSTR.;9;6
NEUSSER WALL;23;6
AACHENER STR.;72;6
NEUSSER STR.;97;6
BEBELPLATZ;10;6
BEBELPLATZ;12;6
BEBELPLATZ;17;6
BEBELPLATZ;6;6
BEBELPLATZ;8;6
SCHMALBEINSTR.;17;6
SECHZIGSTR.;19;6
BEETHOVENSTR. JU;;6
NEUSSER STR.;516;6
BELFORTSTR.;15;6
NEUSSER STR.;48-46;6
NEUSSER STR.;462-468;6
NEUSSER STR.;454;6
NEUSSER STR.;44-48;6
NEUSSER STR.;426;6
NEUSSER STR.;412-414;6
BENEDIKTUSGASSE;3;6
NEUSSER STR.;407;6
NEUSSER STR.;405;6
BENESISSTR.;34;6
NEUSSER STR.;391-399;6
BENESISSTR.;50;6
BENFLEETSTR.;;6
NEUSSER STR.;334-336;6
NEUSSER STR.;304-306;6
NEUSSER STR.;301-303;6
SCHLEUTERSTR.;22;6
SCHLEUTERSTR.;14;6
BERGISCH GLADBACHER STR.;112;6
BERGISCH GLADBACHER STR.;263;6
NEUSSER STR.;275;6
NEUSSER STR.;269-271;6
NEUSSER STR.;256;6
NEUSSER STR.;2-4;6
BERGISCH GLADBACHER STR.;71;6
ACHTERSTR.;24-26;6
SCHLESISCHER PLATZ;1;6
NEUSSER STR.;209-211;6
BERLINER STR.;137;6
SCHLEIERMACHERSTR.;47;6
NEUSSER STR.;193-195;6
SCHLEIERMACHERSTR.;45;6
NEUSSER STR.;189-191;6
BERLINER STR.;44;6
ACHTERSTR.;57-59;6
NEUSSER STR.;104-106;6
BERLINER STR.;923;6
BERLINER STR.;926;6
BERLINER STR.;933;6
ACHTERSTR.;62;6
BERLINER STR.;945-947;6
BERLINER STR.;948;6
BERLINER STR.;949;6
BERLINER STR.;969A;6
BERNDORFFSTR.;;6
NEUHÖFFERSTR.;37A;6
NEUHÖFFERSTR.;30-32;6
NEUE WEYERSTR.;2-4;6
NEUERBURGSTR.;2;6
BERRENRATHER STR.;135;6
BERRENRATHER STR.;197;6
BERRENRATHER STR.;201;6
BERRENRATHER STR.;202;6
BERRENRATHER STR.;218;6
BERRENRATHER STR.;260;6
ACKERSTR.;22;6
NESSELRODESTR.;6;6
BERRENRATHER STR.;332;6
BERRENRATHER STR.;341;6
NEPTUNSTR.;35-37;6
BERRENRATHER STR.;353;6
NELKENSTR.;15;6
BERTHA-BENZ-KARREE;12;6
NACHTIGALLENSTR.;2B;6
SCHLEIDENER STR.;12;6
BERTOLDISTR.;2;6
MÜNSTERER STR.;4;6
BEUTHENER STR.;;6
MÜNSTEREIFELER STR.;24;6
MÜNSTEREIFELER STR.;20;6
SCHLEHDORNWEG JU;;6
BIBERSTR.;31-33;6
BIEGERSTR.;;6
MÜNDELSTR.;10;6
BIRKENWEG PO;;6
MÜLHEIMER FREIHEIT;110;6
BISMARCKSTR.;15;6
BISMARCKSTR.;20;6
MÜHLENSTR.;6;6
BISMARCKSTR.;38;6
MÜHLENSTR.;23;6
MÜHLENSTR.;22;6
BISMARCKSTR.;42-44;6
MÜHLENSTR.;11;6
SCHLEGELSTR.;27;6
MÜHLENBACH;8-10;6
MÜHLENBACH;42;6
MOZARTSTR.;64;6
MOZARTSTR.;60;6
MOZARTSTR.;54;6
MOZARTSTR.;35-37;6
MOZARTSTR.;2;6
MOSES-HESS-STR.;43;6
MOSES-HESS-STR.;41;6
MOSELSTR.;76/78;6
ADALBERTSTR.;12;6
BLÜCHERSTR.;8;6
MORGENSTERNSTR.;7;6
MONTANUSSTR.;99;6
MONTANUSSTR.;9;6
MONTANUSSTR.;89;6
MONTANUSSTR.;79;6
BOBSTR.;20;6
BOBSTR.;9-7;6
MONTANUSSTR.;123;6
MONTANUSSTR.;121;6
MONTANUSSTR.;107;6
MOMMSENSTR.;3;6
BODESTR.;7;6
MOLTKESTR.;79-81;6
MOLTKESTR.;127-129;6
MOLDAUSTR.;23;6
ADAM-LINDEN-STR.;19;6
MOHRENSTR.;4;6
BONNER STR.;242;6
SCHINKELSTR.;15;6
BONNER STR.;31;6
MITTELSTR.;44/46;6
BONNER STR.;43;6
MITTELSTR.;28-30;6
MITTELSTR.;15/17;6
MITTELSTR.;12-18;6
SCHILLSTR.;;6
MILTENBERGER STR.;2;6
MEVISSENSTR.;8;6
MEVISSENSTR.;13;6
METZER STR.;4;6
METZER STR.;32;6
METZER STR.;24;6
MEROWINGERSTR.;35;6
MEROWINGERSTR.;33 A;6
MEROWINGERSTR.;26;6
MEROWINGERSTR.;24;6
BRABANTER STR.;33/35;6
BRABANTER STR.;37-39;6
MERLOSTR.;24;6
MERLOSTR.;18;6
MERKENICHER STR.;95;6
MERKENICHER STR.;34;6
MERHEIMER STR.;85;6
BREIBERGSTR.;8;6
MERHEIMER STR.;359;6
BREITER WALL;;6
MERHEIMER STR.;277;6
SCHILLINGSTR.;4;6
BRESLAUER PLATZ/ BUSBAHNH;;6
MERHEIMER STR.;139;6
MERHEIMER HEIDEWEG;;6
BREUERSTR.;2;6
SCHILLINGSTR.;35;6
SCHILLINGSTR.;33A;6
MENZELSTR.;12;6
BREUERSTR.;8;6
ADAMSSTR.;7A;6
BRIGITTENGÄSSCHEN;58-60;6
MELATENGÜRTEL;112;6
MELATENGÜRTEL;108;6
MELATENGÜRTEL;102;6
BRUCKNERSTR.;5;6
MEISTER-GERHARD-STR.;10-12;6
MEISTER-EKKEHART-STR.;9;6
MEISTER-EKKEHART-STR.;7;6
MEISENWEG PO;;6
MEERFELDSTR.;;6
MECHTERNSTR.;15;6
MECHTERNSTR.;1;6
MAYBACHSTR.;48 A;6
BRÜHLER STR.;22;6
MAYBACHSTR.;176;6
MAYBACHSTR.;114-116;6
MAX-WALLRAF-STR.;11;6
MAX-VON-SCHENKENDORF-STR.;;6
MAXIMINENSTR.;4-6;6
MAX-BRUCH-STR.;5;6
BRUNNENSTR.;;6
BRUNOSTR.;19-21;6
BRÜSSELER PLATZ;24;6
MAURITIUSWALL;14;6
BRÜSSELER STR.;102;6
BRÜSSELER STR.;17;6
SCHILLERSTR. WE;9;6
BRÜSSELER STR.;27;6
ADAM-WREDE-STR.;10;6
MAUENHEIMER STR.;93;6
SCHILLERSTR. WE;12;6
MAUENHEIMER STR.;54/56;6
MAUENHEIMER STR.;2;6
MATHILDENSTR.;9;6
MATHILDENSTR.;65-67;6
MATHILDENSTR.;62;6
MATHILDENSTR.;59;6
MATHILDENSTR.;4;6
MATHIASSTR.;23;6
MATHIASSTR.;20;6
BUCHFORSTSTR.;49A;6
BUCHFORSTSTR.;94;6
MATHIAS-BRÜGGEN-STR.;78;6
MATERNUSSTR.;32;6
BÜDERICHER STR.;7;6
BÜLOWSTR.;12;6
MATERNUSPLATZ;;6
MATERNUSKIRCHPLATZ;16;6
MATERNUSKIRCHPLATZ;12;6
BÜLOWSTR.;27;6
BÜLOWSTR.;37;6
MATAREWEG;51;6
BÜLOWSTR.;39;6
MARZELLENSTR.;58/60;6
BÜLOWSTR.;55;6
BÜLOWSTR.;62;6
BURGENLANDSTR.;9;6
MARTHA-HEUBLEIN-STR.;23;6
MARSPFORTENGASSE;5/7;6
BURGMAUER;4;6
MARSILSTEIN;9-13;6
BURGMAUER;53;6
MARSILSTEIN;25;6
MARSILIUSSTR.;93;6
MARSILIUSSTR.;76;6
BURGSTR.;197;6
BURGUNDERSTR.;10A;6
BURGUNDERSTR.;18;6
BURGUNDERSTR.;2A;6
MARKT;34;6
BURGUNDERSTR.;33;6
BURGUNDERSTR.;42;6
BURGUNDERSTR.;44;6
BURGUNDERSTR.;7;6
BURGUNDERSTR.;9;6
MARKMANNSGASSE;7;6
MARKGRAFENSTR.;37B;6
BUSCHGASSE;24;6
MARIENSTR.;18;6
MARIENSTR.;132;6
MARIENSTR.;123;6
BUTTERMARKT;40;6
BUTZWEILERHOFALLEE;3;6
BUTZWEILERHOFALLEE;4;6
MARIENPLATZ PO;5;6
MARIENPLATZ;5;6
MARIENGARTENGASSE;1;6
MARIE-CURIE-STR.;6;6
CAUMANNSSTR.;KITA;6
MARIA-HILF-STR.;13;6
MARBERGWEG;73A-73;6
MARBERGWEG;30;6
MANTEUFFELSTR.;7-9;6
CHERUSKERSTR.;4;6
MANDERSCHEIDER PLATZ;6;6
MANDERSCHEIDER PLATZ;16;6
MAINZER STR.;75;6
MAINZER STR.;55-57;6
MAINZER STR.;52;6
MAINZER STR.;22;6
CHRISTIAN-SCHULT-STR.;16;6
CHRISTIANSTR.;11;6
MACHABÄERSTR.;31;6
MAASTRICHTER STR.;7;6
MAASTRICHTER STR.;19;6
CHRISTINASTR.;3;6
CHRISTINASTR.;39;6
CHRISTINASTR.;41;6
CHRISTINASTR.;54A;6
CHRISTINASTR.;76;6
MAARWEG;27-29;6
MAARWEG;25;6
CHRISTOPHSTR.;32;6
CHRISTOPHSTR.;39-41;6
CHRISTOPHSTR.;48-50;6
MAARWEG;1;6
ADOLPHSTR.;40/42;6
LUZERNER WEG;;6
CLARENBACHSTR.;174;6
LUXEMBURGER STR.;49;6
LUXEMBURGER STR.;40-42;6
LUXEMBURGER STR.;341;6
CLARENBACHSTR.;6;6
LUXEMBURGER STR.;280;6
LUXEMBURGER STR.;275;6
CLEMENSSTR.;27;6
CLEMENSSTR.;5/7;6
SCHARNHORSTSTR.;5;6
CLEVER STR.;28;6
CLEVISCHER RING;113;6
LUXEMBURGER STR.;232;6
CLEVISCHER RING;172;6
LUXEMBURGER STR.;210;6
LUXEMBURGER STR.;197-199;6
LUXEMBURGER STR.;107;6
LÜTZOWSTR.;6;6
CORKSTR.;14;6
SCHAFFHAUSENER STR.;;6
LÜTTICHER STR.;6;6
LUPUSSTR.;24;6
CUSTODISSTR.;18-20;6
LUNGENGASSE;22/22A;6
DAGOBERTSTR.;59;6
DAIMLERSTR.;11;6
DAIMLERSTR.;11-13;6
DAIMLERSTR.;13;6
LUDWIG-QUIDDE-PLATZ;3;6
LUDWIG-JAHN-STR. WE;54-56;6
LUDWIG-GIES-STR.;8;6
LUDWIG-GIES-STR.;6;6
DANZIGER STR. WE;11;6
DANZIGER STR. WE;7;6
DANZIGER STR. WE;8-10;6
DARMSTÄDTER STR.;12;6
LUDOLF-CAMPHAUSEN-STR.;14;6
LUDOLF-CAMPHAUSEN-STR.;11-13;6
DASSELSTR.;33;6
LOTHRINGER STR.;85;6
DECHENSTR.;24;6
LOTHRINGER STR.;25;6
DECKSTEINER STR.;21;6
LOTHRINGER STR.;16;6
LOSHEIMER STR.;;6
DELLBRÜCKER HAUPTSTR.;112;6
DELLBRÜCKER HAUPTSTR.;115;6
LORTZINGSTR.;13;6
DELLBRÜCKER HAUPTSTR.;136;6
LORELEYSTR.;8;6
LORELEYSTR.;7;6
LORELEYSTR.;26;6
DELLBRÜCKER HAUPTSTR.;77;6
LORELEYSTR.;20-22;6
ÄGIDIUSSTR.;38;6
LÖNSSTR.;23;6
LONGERICHER HAUPTSTR.;91;6
DE-NOEL-PLATZ;13;6
LOKOMOTIVSTR.;64-66;6
DEUTZER FREIHEIT;107;6
LOHSESTR.;64;6
DEUTZER FREIHEIT;49-51;6
LOHSESTR.;40;6
DEUTZER FREIHEIT;68-70;6
LOHSESTR.;18;6
LOHSESTR.;10;6
LOHRBERGSTR.;46;6
LOHNSKOTTER WEG;2B;6
LOHMARER STR.;11;6
LINTGASSE;;6
DEUTZ-KALKER STR.;116;6
DEUTZ-KALKER STR.;128;6
DEUTZ-KALKER STR.;35;6
LINDENTHALGÜRTEL;82;6
DEUTZ-KALKER STR.;39;6
DEUTZ-KALKER STR.;6;6
LINDENTHALGÜRTEL;6;6
LINDENTHALGÜRTEL;56;6
LINDENTHALGÜRTEL;52;6
DEUTZ-MÜLHEIMER STR.;205;6
LINDENTHALGÜRTEL;19;6
LINDENSTR.;93;6
LINDENSTR.;90;6
LINDENSTR.;55-57;6
LINDENSTR.;5;6
LINDENSTR.;38;6
LINDENSTR.;34;6
DILLENBURGER STR.;19;6
DILLENBURGER STR.;27;6
LINDENBURGER ALLEE;20;6
DILLENBURGER STR.;8-10;6
DILLENBURGER STR.;86;6
DÖBRABERGSTR.;6;6
DOHLENWEG;;6
DOMAGKSTR.;1;6
LIMBURGER STR.;2B;6
LIMBURGER STR.;29;6
LIMBURGER STR.;27;6
DOMPROPST-KETZER-STR.;2-6;6
LIMBURGER STR.;13;6
LIMBURGER STR.;11-13;6
LILIENWEG;;6
DOMSTR.;90;6
DOMSTR.;95;6
LIEBIGSTR.;173-175;6
LIEBIGSTR.;169-171;6
LIEBIGSTR.;147;6
LICHTSTR.;28;6
LICHTSTR.;2;6
LICHPFAD;;6
DORTMUNDER STR.;63;6
LEYBERGSTR.;20;6
DREIKÖNIGENSTR.;46;6
DREIKÖNIGENSTR.;52;6
LEOSTR.;61;6
LEOSTR.;39;6
LENTSTR.;3;6
LENAUSTR.;5;6
LENAUSTR.;3-5;6
LENAUSTR.;11;6
LENAUPLATZ;11;6
LEIDENER STR.;4;6
LEICHTENSTERNSTR.;8;6
LEICHTENSTERNSTR.;23;6
DÜLKENSTR.;;6
LEGIENSTR.;14;6
LECHENICHER STR.;5;6
LAVENDELWEG;4;6
LAURENZ-KIESGEN-STR.;49;6
DÜRENER STR.;105-107;6
LAUDAHNSTR.;26;6
LASSALLESTR.;56;6
DÜRENER STR.;169;6
AGRIPPASTR.;8;6
DÜRENER STR.;175;6
LANGEMASS;20;6
DÜRENER STR.;229;6
DÜRENER STR.;233;6
LANDSBERGSTR.;24;6
DÜRENER STR.;247;6
LANDSBERGSTR.;1;6
DÜRENER STR.;367A;6
DÜRENER STR.;377;6
LANDGRAFENSTR.;66;6
LANDGRAFENSTR.;56-58;6
DÜRENER STR.;377B;6
LANDGRAFENSTR.;39;6
LANDGRAFENSTR.;3;6
KYLLSTR.;5;6
DÜSSELDORFER STR.;139;6
DÜSSELDORFER STR.;15;6
KURZE STR.;;6
KURZE STR.;20;6
KURT-WEILL-WEG;14;6
KURFÜRSTENSTR.;9;6
KUPFERGASSE;6-10;6
KUPFERGASSE;4-8;6
DÜSSELDORFER STR.;SCHULE;6
KUNIBERTSKLOSTER;11-13;6
EBERSBACHER STR.;;6
SANDGLÖCKCHENWEG;26;6
EBURONENSTR.;1;6
SANDDORNWEG;;6
AHORNWEG PO;5;6
SANDDORNWEG;14;6
ECKERTSTR.;3;6
ECKERTSTR.;5;6
AHORNWEG PO;61;6
KUENSTR.;17;6
EDDAWEG;7;6
EDITH-STEIN-STR.;17;6
EDITH-STEIN-STR.;32;6
EDITH-STEIN-STR.;36-38;6
EDITH-STEIN-STR.;7;6
KRÖVER STR.;12-14;6
KRONSTÄDTER STR.;19;6
KRONSTÄDTER STR.;14;6
KRONSTÄDTER STR.;1;6
EHRENFELDGÜRTEL;106;6
EHRENFELDGÜRTEL;163;6
KRONENGASSE;13-19;6
KRONENGASSE;1;6
KRINGSWEG;1;6
EHRENSTR.;55-57;6
KRIEGERHOFSTR.;;6
EHRENSTR.;77;6
KRETZERSTR.;20;6
KRETZERSTR.;1-3;6
KREMENTZSTR.;8A;6
EICHHORNSTR.;13;6
KREMENTZSTR.;16;6
KREFELDER WALL;31;6
KREFELDER WALL;22;6
EICHSTR.;9;6
KREFELDER STR.;83;6
EIFELSTR.;15;6
EIFELSTR.;21;6
KREFELDER STR.;57;6
EIFELSTR.;31;6
EIFELSTR.;36;6
KREFELDER STR.;25;6
KREFELDER STR.;17;6
EIFELWALL;30;6
EIGELSTEIN;122;6
KÖRNERSTR.;102;6
EIGELSTEIN;135;6
AKAZIENWEG;27;6
KOPENHAGENER STR.;3;6
KONRADSTR.;;6
KONRADSTR.;7;6
KONRADSTR.;17;6
EIGELSTEIN;93-95;6
EIGELSTEIN;95-97;6
KONRAD-ADENAUER-UFER;53-55;6
EINHEITSTR.;;6
EINTRACHTSTR.;2-2A;6
EINTRACHTSTR.;34-40;6
KOLPINGPLATZ;1-3;6
KÖLNER STR. PO;;6
KÖLNER STR. PO;230;6
KOLBERGER STR.;12;6
KÖHLSTR.;17-19;6
KOHLPLATZ;2;6
KOHLENSTR.;17-19;6
EISENSTR.;37;6
KOBLENZER STR.;54;6
KLOSTERSTR.;92;6
KLOSTERSTR.;130;6
ELISABETH-BREUER-STR.;14;6
ELISABETH-BREUER-STR.;38;6
KLOSTERSTR.;118;6
ELISABETH-SELBERT-STR.;11;6
KLINGERSTR.;12;6
ELISABETH-SELBERT-STR.;6;6
ELISENSTR.;13-15;6
ELISENSTR.;3;6
SALBEIWEG;90;6
ELSASSSTR.;1;6
KLETTENBERGGÜRTEL;81;6
KLETTENBERGGÜRTEL;72;6
KLETTENBERGGÜRTEL;68;6
KLETTENBERGGÜRTEL;44;6
KLETTENBERGGÜRTEL;15;6
KLEINGEDANKSTR.;10;6
EMIL-SCHREITERER-PLATZ;7;6
KLEINE SPITZENGASSE;2-4;6
KLEINER GRIECHENMARKT;81;6
KLEINER GRIECHENMARKT;41-43;6
KLEINER GRIECHENMARKT;29;6
KLEINER GRIECHENMARKT;28-30;6
KLEINE HARTWICHSTR.;;6
ENGELBERTSTR.;49;6
ENGELBERTSTR.;52;6
ENGELBERTSTR.;8;6
KLARASTR.;22;6
SEBASTIANSTR.;133;6
ENGELSSTR.;9;6
KITSCHBURGER STR.;239;6
KITSCHBURGER STR.;223;6
KIRCHWEG;127;6
KIRCHWEG;125;6
KIRCHSTR.;;6
ERFURTER STR.;2;6
KIRCHSTR.;1-3;6
ERFURTER STR.;36;6
KIRCHENHOF;5;6
ERFURTER STR.;45;6
KIESKAULERWEG;29;6
ERLANGER STR.;22;6
KIELSWEG;17;6
ERNSTBERGSTR.;95;6
ERNST-CASSEL-STR.;19-21;6
ERNST-CASSEL-STR.;25;6
ERNST-REIMBOLD-STR.;;6
KEUPSTR.;41;6
KEUPSTR.;31;6
SACHSENRING;32;6
ERZBERGERPLATZ;13;6
KEUPSTR.;117;6
KEUPSTR.;115;6
ERZBERGERPLATZ;8;6
KERPENER STR.;59-69;6
ESCHER STR.;225;6
KERPENER STR.;35;6
KERPENER STR.;15;6
ESCHER STR.;45-47;6
ALARICHSTR.;18;6
KEPLERSTR.;50-52;6
KEPLERSTR.;33;6
KENDENICHER STR.;4;6
ALARICHSTR.;20;6
ETZELSTR. PO;;6
KEMPENER STR.;65;6
EULENBERGSTR.;25;6
EULENBERGSTR.;29-39;6
SAARSTR. RO;19;6
KEMPENER STR.;125;6
KEMPENER STR.;109-111;6
EUROPARING;5;6
KEIMESSTR.;8;6
KEIMESSTR.;4;6
KEIMESSTR.;3;6
EUSKIRCHENER STR.;12-14;6
EUSKIRCHENER STR.;2;6
EUSKIRCHENER STR.;23;6
KEIMESSTR.;13;6
KEIMESSTR.;12B;6
EVERGERSTR.;;6
KÄULCHENSWEG;39;6
KATZENGASSE;;6
EVERHARDSTR.;63;6
EVERHARDSTR.;65-67;6
EVERHARDSTR.;71-73;6
EWALDISTR.;14;6
SAARSTR.;5;6
SAARSTR.;3;6
KASPARSTR.;45-47;6
KASPARSTR.;20-22;6
EYTHSTR.;72;6
KASPARSTR.;17;6
KASPARSTR.;10-12;6
EYTHSTR.;99;6
FALCKENSTEINSTR.;8;6
KARTÄUSERWALL;7-11;6
KARTÄUSERWALL;24A;6
FELDBERGSTR.;29;6
KARTÄUSERWALL;19-21;6
FELDGÄRTENSTR.;123-129;6
KARTÄUSERHOF;34;6
KARTÄUSERHOF;24;6
FELDGÄRTENSTR.;92;6
KARTÄUSERGASSE;36;6
KAROLINGERRING;6;6
KAROLINGERRING;31;6
KAROLINGERRING;28-30;6
FENCHELWEG;3;6
FILZENGRABEN;23;6
FILZENGRABEN;26;6
FISCHERWEG;;6
KARLSTR.;28;6
KARLSTR.;26;6
FLANDRISCHE STR.;2;6
ALARICHSTR.;46;6
KARL-BERBUER-PLATZ;1;6
KARL-ARNOLD-STR.;;6
SAALESTR.;28/30;6
KARDINAL-FRINGS-STR.;1-3;6
FLEISCHMENGERGASSE;9;6
ALARICHSTR.;49;6
KAPITELSTR.;1;6
FLORASTR.;176;6
KAPELLENSTR. RD;;6
FLORASTR.;194;6
FLORASTR.;206;6
FLORASTR.;25;6
KAPELLENSTR.;10;6
FLORASTR.;6;6
FLORASTR.;61;6
KÄMMERGASSE;16;6
KÄMMERGASSE;12-14;6
KALK-MÜLHEIMER STR.;83-85;6
KALK-MÜLHEIMER STR.;71;6
KALK-MÜLHEIMER STR.;65-67;6
FLOTOWSTR.;6;6
FOLLERSTR.;103;6
KALK-MÜLHEIMER STR.;368;6
RURSTR.;39;6
KALK-MÜLHEIMER STR.;173;6
KALK-MÜLHEIMER STR.;170;6
KALK-MÜLHEIMER STR.;159;6
KALK-MÜLHEIMER STR.;111;6
KALK-MÜLHEIMER STR.;102-104;6
FRANGENHEIMSTR.;23;6
KALKER HAUPTSTR.;279;6
ALARICHSTR.;7;6
FRANKFURTER STR.;104;6
FRANKFURTER STR.;109;6
FRANKFURTER STR.;12-14;6
FRANKFURTER STR.;13;6
KALKER HAUPTSTR.;191;6
FRANKFURTER STR.;310;6
KALKER HAUPTSTR.;159;6
KALKER HAUPTSTR.;139;6
FRANKFURTER STR.;57;6
FRANKFURTER STR.;63;6
RURSTR.;12A;6
KALKER HAUPTSTR.;124-126;6
FRANKFURTER STR.;73;6
KALKER HAUPTSTR.;117;6
RURSTR.;10;6
KAISER-WILHELM-RING;17-19;6
FRANKFURTER STR. PO;670;6
KAESENSTR.;1;6
RURSTR.;1;6
FRANKFURTER STR. PO;97;6
JUNGBLUTHGASSE;2;6
JÜLICHER STR.;5;6
JÜLICHER STR.;10;6
FRANZ-GEUER-STR.;4;6
ALARICHSTR.;87/89;6
JOSEPHSTR.;3-5;6
JOSEPHSTR.;33;6
RUPPRECHTSTR.;9;6
JOSEPH-STELZMANN-STR.;66-68;6
JOSEPH-STELZMANN-STR.;12;6
FRANZSTR.;21;6
SCHWERINSTR.;26;6
JOSEFSTR.;83;6
FRAUNHOFERSTR.;11;6
JOSEFSTR.;22;6
FREIBURGER STR. WE;19;6
FRIDOLINSTR.;38;6
FRIEDENSTR.;2;6
JOHANN-CLASSEN-STR.;23;6
JOHANN-BRINCK-STR.;30;6
JESUITENGASSE;135;6
FRIEDLANDSTR.;48;6
FRIEDRICH-EBERT-UFER;40;6
JAKORDENSTR.;8;6
JAKOB-STURM-STR.;28;6
JAKOBSTR.;68;6
JAKOBSTR.;27-31;6
FRIEDRICH-KARL-STR.;214;6
JAKOB-SCHUPP-STR.;22;6
JAKOB-KNEIP-STR.;19;6
FRIEDRICH-KARL-STR.;246;6
JAKOB-KAISER-STR.;1-1B;6
FRIEDRICH-KARL-STR.;246A;6
FRIEDRICH-KARL-STR.;254A;6
JAHNSTR.;22;6
FRIEDRICH-KARL-STR.;40-42;6
ISIDOR-CARO-STR.;50;6
ISABELLENSTR.;7;6
ISABELLENSTR.;5-7;6
ISABELLENSTR.;5;6
ISABELLENSTR.;21-23;6
RUHRORTER STR.;15;6
ISABELLENSTR.;17;6
IRMGARDSTR.;19;6
INTZESTR.;8;6
ALBERTUSSTR.;40-46;6
FRIEDRICH-SCHMIDT-STR.;57;6
IN DER LOHN;;6
IN DER ADELENHÜTTE;;6
IN DEN ENSENER GÄRTEN;;6
FRIEDRICHSTR.;36-38;6
FRIEDRICHSTR.;60;6
FRIEDRICHSTR.;63;6
IM STAVENHOF;1;6
