strasse;hausnummer;anzahl bussgelder
UHLANDSTR.;;58
SIEVERSSTR.;27;58
ROLANDSTR.;7;58
VOR DEN SIEBENBURGEN;6;58
WETZLARER STR.;18;58
VENLOER STR.;415;58
NEUSSER STR.;57-59;58
ZÜLPICHER STR.;15;58
NEUE HEIDE;;58
TRANKGASSE;;58
OTTO-FISCHER-STR.;6;58
MARTINSTR.;22-24;58
POSTSTR.;13;58
TEICHSTR.;;58
RUBENSSTR.;37;58
MARBERGWEG;73-73A;58
WALDSTR.;33;58
VENLOER STR.;376;58
OLYMPIAWEG;9;58
SEVERINSTR.;97;58
MITTELSTR.;50;58
RADIUMSTR.;;58
ORANIENSTR.;;58
ROSSSTR.;7-13;58
PALANTERSTR.;3E;58
WERTHMANNSTR.;44;58
NELKENSTR.;18;58
NEUSSER STR.;210;58
NEUHÖFFERSTR.;13-15;58
NEUENHÖFER ALLEE;29;58
WEIMARER STR.;41;57
RIEHLER TAL;52;57
ROBERT-KOCH-STR.;65;57
ROLANDSTR.;18;57
SUEVENSTR.;28;57
REISCHPLATZ;1;57
ZÜLPICHER WALL;40;57
ZÜLPICHER STR.;253;57
NEUSSER STR.;2;57
ZEPPELINSTR.;;57
NEUSSER STR.;255-257;57
SALIERRING;44;57
WORMSER STR.;13;57
WISSMANNSTR.;45;57
MAURITIUSSTEINWEG;2;57
MEROWINGERSTR.;2;57
WERKSTATTSTR.;88;57
WERKSTATTSTR.;26;57
THEODOR-HEUSS-RING;52;57
VON-QUADT-STR.;4;57
SEVERINSTR.;119;57
PAUL-NIESSEN-STR.;6;57
SIEGBURGER STR.;111-113;57
VENLOER STR.;431;57
NUSSBAUMERSTR.;282;57
VENLOER STR.;349;57
NIEHLER STR.;84;57
STEINKAUZWEG;;57
PALMSTR.;38;57
MARIENSTR.;39;57
UNIVERSITÄTSSTR.;91;57
TILSITER STR.;;57
MARTINSTR.;32;57
MOHRENSTR.;1-3;57
KNAUFFSTR.;;57
APOSTELNSTR.;24;57
AACHENER STR.;529-533;57
FRANKFURTER STR.;41;57
INNERE KANALSTR.;67;57
BRANDENBURGER STR.;5;57
IDASTR.;46;57
HOHENSTAUFENRING;5;57
FRANKFURTER STR. PO;723;57
KARLSTR. PO;28-30;57
EHRENSTR.;55;57
BONNER STR.;49;57
LUXEMBURGER STR.;193;57
EINTRACHTSTR.;112;57
GEORGSPLATZ;17;57
ALTENBERGER STR.;12;57
AM AUSBESSERUNGSWERK;;57
KYLLSTR.;13;57
HAMMERSCHMIDTSTR.;98;57
HOLZMARKT;59-65;57
GÖTTINGER STR.;;57
FEHRBELLINSTR.;;57
KASPARSTR.;3-5;57
HUNOLDSTR.;;57
KEMPENER STR.;52;57
BUNSENSTR.;1;57
BURGMAUER;22;57
DOMSTR.;26;57
AUGUST-VON-WILLICH-STR.;;57
INNERE KANALSTR.;230;57
KIRCHSTR. RO;16;57
BERGISCH GLADBACHER STR.;585;57
JOSEPH-STELZMANN-STR.;70;57
IN DER FLEISCHHALLE;;57
BURGMAUER;18;57
CÄSARSTR.;58;57
CLARENBACHSTR.;5-15;57
GOTTESWEG;54;57
HÖNINGER WEG;188;57
AACHENER STR.;90;57
HOMBURGER STR.;2/4;57
JOSEPH-STELZMANN-STR.;10;56
GERNSHEIMER STR.;16;56
FRANKFURTER STR.;93;56
EVERHARDSTR.;65;56
FRANKFURTER STR.;94;56
FOLLERSTR.;75;56
FRIESHEIMER STR.;;56
HOHENSTAUFENRING;57-57A;56
HUNSRÜCKSTR.;;56
BRÜCKENSTR.;19-21;56
AUF DER BUDE;1;56
DEUTZ-KALKER STR.;136;56
EINTRACHTSTR.;100;56
HANSARING;1;56
HÜTTENSTR.;8;56
GERNSHEIMER STR.;25;56
ALARICHSTR.;71;56
AN DER EICHE;9;56
FRIEDRICH-KARL-STR.;220;56
DREIKÖNIGENSTR.;42;56
CORKSTR.;13-17;56
EIFELSTR.;37;56
KUPFERGASSE;1A;56
DEUTZ-KALKER STR.;60;56
ADAMSTR.;;56
JOSEPH-STELZMANN-STR.;62;56
KOLPINGPLATZ;9-11;56
KOBURGER PLATZ;;56
KATTOWITZER STR.;;56
LINDENSTR.;62;56
GRAEFFSTR.;1-3;56
KAROLINGERRING;22;56
HUGO-PREUSS-STR.;;56
EUSKIRCHENER STR.;20;56
KÖSLINER STR.;;56
IM BISCHOFSACKER;;56
LANGEMASS;;56
JOSEPH-STELZMANN-STR.;14;56
EHRENSTR.;71A;56
GOTENRING;38;56
GRASNELKENWEG;14;56
LÜTTRINGHAUSER STR.;;56
FRIEDRICH-KARL-STR.;251;56
KUENSTR.;40;56
BUSCHWEG;43;56
REMSCHEIDER STR.;117;56
VONDELSTR.;;56
PFÄLZER STR.;5;56
ROBERTSTR.;5-7;56
OSLOER STR. PO;;56
NEUSSER STR.;359;56
MATHILDENSTR.;3;56
UBIERRING;48;56
MERHEIMER STR.;257;56
VON-SPARR-STR.;;56
VORGEBIRGSTR.;271;56
VINCENZSTR.;29;56
MARZELLENSTR.;23;56
VON-SANDT-PLATZ;9;56
OSSENDORFER STR.;;56
VIERSENER STR.;14;56
VIKTOR-SPEIER-HOLSTEIN-ST;;56
TAUNUSPLATZ;21;56
THIEBOLDSGASSE;128-134;56
MECHTERNSTR.;;56
TEMPELHERRENSTR.;;56
WILHELM-DAVID-STR.;88;56
VENLOER STR.;336;56
ZÜLPICHER STR.;361;55
TIBERSTR.;1B;55
RICHMODSTR.;21;55
WISSMANNSTR.;22;55
SPICHERNSTR.;34;55
MICHAELSTR.;;55
SANDGLÖCKCHENWEG;30;55
PETER-BAUER-STR.;9-11;55
MATERNUSSTR. RO;12;55
WERKSTATTSTR.;28;55
YORCKSTR.;9;55
SÜLZBURGSTR.;62;55
MOLTKESTR.;68;55
VENLOER STR.;435;55
TITUSSTR.;26;55
NIEHLER STR.;166;55
MOSELSTR.;80;55
WICKRATHER STR.;2;55
ST.-APERN-STR.;32;55
PARSEVALSTR.;;55
UFERSTR. RO;20;55
VENLOER STR.;335;55
MAYBACHSTR.;102;55
ULMER STR.;;55
ST.-APERN-STR.;14-18;55
SEDANSTR.;27;55
WILHELMSTR. RO;51;55
MAXIMINENSTR.;;55
RUPERTUSSTR.;14;55
VON-WERTH-STR.;37;55
ROLSHOVER STR.;529;55
MARIENPLATZ PO;;55
POLL-VINGSTER STR.;;55
GÖRLINGER-ZENTRUM;1;55
DÜRENER STR.;65;55
LUXEMBURGER STR.;253;55
BONNER STR.;69;55
AUENWEG;123-125;55
ALTEBURGER STR.;71-73;55
GRASNELKENWEG;;55
FRIEDRICH-SCHMIDT-STR.;38A;55
LÜTTRINGHAUSER STR.;59;55
LINDENTHALGÜRTEL;17;55
HILDEBOLDPLATZ;1;55
GROSSE BUDENGASSE;9;55
HÄNDELSTR.;41;55
DARMSTÄDTER STR.;20;55
BENDORFER WEG;10;55
LUXEMBURGER STR.;285;55
BLAUBACH;26-28;55
LASSALLESTR.;;55
DÜNNWALDER STR.;13-15;55
HANSARING;5;55
GOLTSTEINSTR.;88-90;55
BELVEDERESTR.;20;55
FRIESENWALL;53A;55
LUXEMBURGER STR.;189;55
LEYENDECKERSTR.;69A;55
HANSARING;77;55
ANTONITERSTR.;12;55
HASELBERGSTR.;8;55
EDITH-STEIN-STR.;2;55
AACHENER STR.;487;55
BRIGITTENGÄSSCHEN;7;55
HANSARING;61;55
KERPENER STR.;99;55
GNEISENAUSTR.;5;55
HOHE PFORTE;22A;55
HOHENZOLLERNRING;13;55
KAROLINGERRING;2-4;55
BARBAROSSAPLATZ;8;55
AUGUSTE-KOWALSKI-STR.;;55
HERZOGSTR.;34-36;55
AACHENER STR.;1341;55
KEIMESSTR.;27;55
BRABANTER STR.;6;55
KARLSTR.;;55
GIESSENER STR.;;55
GEREONSTR.;;55
AGRIPPASTR.;12;55
AN DEN DOMINIKANERN;7;55
APOLDAER WEG;8;55
ALARICHSTR.;69;54
IM HASENTAL;18;54
AUF DEM BERLICH;6;54
ALSENSTR.;23A;54
ADOLF-FISCHER-STR.;10;54
KÄMMERGASSE;14;54
EMIL-SCHREITERER-PLATZ;3;54
ILTISSTR.;120;54
KLEISTSTR.;10;54
AACHENER STR.;1347;54
GERNSHEIMER STR.;17;54
GRADITZER STR.;37D;54
HOSPELTSTR.;;54
COHNENHOFSTR.;;54
BRANDENBURGER STR.;3;54
FRONGASSE;;54
GRETHENSTR.;30;54
KIRCHWEG;;54
BLAUBACH;7;54
BACHEMER STR.;153;54
ELISABETH-BREUER-STR.;5;54
ALTENBERGER STR.;;54
BRÜSSELER STR. PO;169;54
KALKER HAUPTSTR.;223;54
AM SCHWANEBITZER HOF;;54
HAUPTSTR. RO;62;54
GRAF-GESSLER-STR.;4;54
HANSARING;87;54
BISMARCKSTR.;;54
DOMSTR.;28;54
KREUZGASSE;;54
IM MITTELFELD;;54
KALKER HAUPTSTR.;176;54
DOMSTR.;72;54
HÜLTZSTR.;32;54
HELENENWALLSTR.;42;54
AN DER BOTTMÜHLE;9;54
DOMAGKSTR.;;54
BÜDERICHER STR.;9;54
AACHENER STR.;493;54
LUXEMBURGER STR.;322;54
AN ST.MAGDALENEN;1-5;54
KAMEKESTR.;2-8;54
HAUPTSTR. RO;55;54
AN ST. AGATHA;33;54
ANTONIASTR.;;54
AACHENER STR.;567;54
ELISABETH-SELBERT-STR.;8;54
ZÜLPICHER STR.;306;54
SEVERINSKLOSTER;8-10;54
MÜNSTEREIFELER STR.;83;54
WEIMARER STR.;16;54
MARZELLENSTR.;11;54
WALNUSSWEG;;54
OSCAR-WILDE-STR.;;54
UBIERRING;29;54
NEUSSER WALL;32;54
MITTELSTR.;31-33;54
MARSILSTEIN;15-19;54
UNIVERSITÄTSSTR.;49;54
SPICHERNSTR.;26;54
VOGTEISTR.;;54
SPICHERNSTR.;77;54
WIPPERFÜRTHER STR.;12-14;54
REGENTENSTR.;36-38;54
VOLKSGARTENSTR.;25;54
SCHINKELSTR.;2;54
WINDRÖSCHENWEG;20;54
MELATENGÜRTEL;98;54
VENLOER STR.;386;54
TENKTERERSTR.;;54
RUBENSSTR.;39;54
SIBELIUSSTR.;33;54
STEPRATHSTR.;14;54
ROLSHOVER STR.;70;54
VINCENZSTR.;25;54
MEISTER-GERHARD-STR.;30;54
WÜLLNERSTR.;132;54
YORCKSTR.;23-25;53
NEUSSER WALL;28;53
MÜNCHENER STR.;27;53
RITTERSTR.;23;53
WICHTERICHSTR.;19-21;53
MEROWINGERSTR.;;53
VORGEBIRGSTR.;261;53
SEIDMACHERINNENGÄSSCHEN;;53
VENLOER STR.;385;53
NEUSSER STR.;323;53
NUSSBAUMERSTR.;41A;53
REMSCHEIDER STR.;113;53
SUBBELRATHER STR.;140;53
NEUSSER STR.;362;53
MARIENPLATZ;10;53
PALANTERSTR.;12C;53
MOLTKESTR.;33;53
THERESIENSTR.;90-92;53
STREITZEUGGASSE;1;53
ROONSTR.;11;53
RHEINGASSE;6;53
ZÜLPICHER STR.;174;53
SEDANSTR.;8;53
SCHUBERTSTR. PO;;53
ZÜLPICHER STR.;236;53
ZÜLPICHER STR.;234;53
STEPRATHSTR.;20;53
MONTANUSSTR.;3;53
VICTORIASTR.;21;53
WORMSER STR.;3;53
SPICHERNSTR.;4-6;53
SCHAAFENSTR.;63;53
SUEVENSTR.;24;53
REMSCHEIDER STR.;107;53
VENLOER STR.;666;53
SUEVENSTR.;17;53
GUTENBERGSTR.;31-35;53
BENNOPLATZ;;53
EUMENIUSSTR.;11-13;53
GEORGSPLATZ;10;53
FRANKLINSTR.;4;53
BERRENRATHER STR.;354;53
FRIESENWALL;80;53
KATHARINA-HENOT-STR.;;53
FLEISCHMENGERGASSE;4;53
GLADBACHER STR.;39;53
IDASTR.;48;53
AUF DEM HUNNENRÜCKEN;;53
GOLTSTEINSTR.;46;53
FRIESENWALL;52;53
HÖNINGER WEG;194;53
BÖBLINGER STR.;14;53
APOSTELNSTR.;27;53
GRENGELER MAUSPFAD;;53
HOHENZOLLERNRING;56-58;53
AACHENER STR.;535;53
AN ST. KATHARINEN;;53
AN ST.ELISABETH;5;53
DELLBRÜCKER HAUPTSTR.;80;53
KLEINE BUDENGASSE;11A;53
GUMPRECHTSTR.;17;53
BREIBERGSTR.;2;53
HILDEBOLDPLATZ;3;53
AELTGEN-DÜNWALD-STR.;29;53
ANDREAESTR.;10;53
LANGENBERGSTR.;;53
BRÜCKENSTR.;21;53
HAHNENSTR.;25;53
AN DER BOTTMÜHLE;1;53
CHRISTOPHSTR.;46;53
CHRISTOPHSTR.;26-28;53
KRÖVER STR.;14;53
AM WEIDENBACH;37;53
HEINRICH-LÜBKE-UFER;;53
HÄUSCHENSWEG;9A;53
HANS-BÖCKLER-PLATZ;3;52
HEUMARKT;55-57;52
BALTHASARSTR.;36;52
LINDENSTR.;55;52
KLINGELPÜTZ;39;52
BRÜSSELER STR.;72;52
GEMÜNDER STR.;;52
AUGUSTSTR.;41;52
BERRENRATHER STR.;167;52
EIGELSTEIN;100-102;52
AACHENER STR.;325;52
EINTRACHTSTR.;34-40;52
LÜBECKER STR. WE;15;52
BACHEMER STR.;29-33;52
KUNIBERTSGASSE;9;52
HERDERSTR.;70;52
AGRIPPASTR.;7-9;52
GUSTAV-RADBRUCH-STR.;3;52
BISMARCKSTR.;42;52
FRIESENWALL;102;52
BERNHARD-FEILCHENFELD-STR.;11;52
CLEVER STR.;36;52
MAARWEG;12-16;52
JOHANNES-PRASSEL-STR.;67-79;52
ELISABETH-SELBERT-STR.;16;52
AM RINKENPFUHL;11-13;52
HAMMERSCHMIDTSTR.;100;52
DÜRENER STR.;154-158;52
GRONAUER STR.;29;52
ANNOSTR.;10;52
MACHABÄERSTR.;5;52
GOLTSTEINSTR.;68;52
ARNSBERGER STR.;18;52
GRETHENSTR.;56;52
GOLTSTEINSTR.;92;52
LUXEMBURGER WALL;;52
LOESTR.;;52
ARNIKAWEG;28;52
JOSEFSTR.;18-20;52
FRIEDRICH-SCHMIDT-STR.;38;52
HOMBERGSTR.;;52
ARNDTSTR.;16;52
GOTTFRIED-HAGEN-STR.;38-40;52
GOTTFRIED-HAGEN-STR.;;52
ALTEBURGER STR.;13;52
BENESISSTR.;20/22;52
GRASNELKENWEG;6;52
CARL-SCHURZ-STR.;11;52
WERTHMANNSTR.;4;52
OSKAR-JÄGER-STR.;115;52
MANTEUFFELSTR.;13;52
MERHEIMER STR.;125;52
YORCKSTR.;30;52
TITUSSTR.;16-18;52
NEUSSER STR.;200-202;52
WEIMARER STR.;32;52
NONNENSTROMBERGSTR.;;52
PFÄLZER STR.;1;52
RIEHLER PLATZ;1;52
SÜLZBURGSTR.;120;52
PIUSSTR.;58;52
ZUGASSE;3-5;52
NEUSSER STR.;518;52
STAFFELSBERGSTR.;;52
OPPENHEIMSTR.;7;52
RICHMODSTR.;27-29;52
WEINSBERGSTR.;140;52
NEUKÖLLNER STR.;4;52
URSULAPLATZ;25;52
NIKOLAUSSTR.;54;52
REINOLDSTR.;19;52
THUSNELDASTR.;11;52
STEFAN-ZWEIG-STR.;;52
MERHEIMER STR.;71;52
SIMON-MEISTER-STR.;38;52
TRITTENHEIMER STR.;6;52
REMIGIUSSTR.;30;52
MUSÄUSSTR.;12;52
OLPENER STR.;61-63;52
VENLOER STR.;382;52
ZELTINGER STR.;8;52
WEISSHAUSSTR.;24;52
SCHWALBENGASSE;;52
SIEGBURGER STR.;81-85;52
MAX-BRUCH-STR.;4;52
SEVERINSTR.;127;52
WEZELOSTR.;32;52
TRIERER STR.;23;52
THESSALONIKI-ALLEE;7;52
SIEGBURGER STR.;155;52
SEVERINSTR.;151-153;52
MAURITIUSSTEINWEG;62;52
SIEGBURGER STR.;149;52
ZÜLPICHER STR.;44;52
VICTORIASTR.;19;52
SÜLZBURGSTR.;172;52
VON-BODELSCHWINGH-STR.;;51
STALLAGSWEG;136-140;51
RICHARD-WAGNER-STR.;24-26;51
VENLOER STR.;191;51
STEINRUTSCHWEG;;51
WILLIGISSTR.;2;51
NIEHLER STR.;19;51
SONDERBURGER STR.;65;51
SCHMALBEINSTR.;35;51
WILHELMSTR.;57;51
RÖMERSTR. WE;;51
VENLOER STR.;436;51
VENLOER STR.;439;51
NEUSSER STR.;368;51
PAUL-NIESSEN-STR.;6-8;51
REISCHPLATZ;4;51
ROONSTR.;17;51
SÜLZBURGSTR.;213-215;51
NEUSSER WALL;26A;51
SUBBELRATHER STR.;129;51
USAMBARASTR.;9;51
SEVERINSWALL;35;51
SCHAAFENSTR.;45;51
VOLKSGARTENSTR.;30;51
UFERSTR. RO;10;51
VENLOER STR.;463;51
WEYERTAL;38;51
TEMPELSTR.;49-51;51
SEVERINSTR.;149;51
ROLANDSTR.;5;51
SPICHERNSTR.;10;51
ZÜLPICHER STR.;42;51
DELLBRÜCKER HAUPTSTR.;113;51
KRINGSWEG;16;51
AHORNWEG;17;51
DÜNNWALDER STR.;16-18;51
APPELLHOFPLATZ;1A;51
AUGUSTSTR.;35;51
DASSELSTR.;65;51
KAROLINGERRING;18;51
HUNSRÜCKSTR.;15;51
LEYENDECKERSTR.;67A;51
DÜPPELSTR.;33;51
LONDONER PLATZ;;51
JULIUS-BAU-STR.;;51
EVASTR.;;51
JOHANNISSTR.;60;51
BONNER STR.;18;51
KALK-MÜLHEIMER STR.;2;51
EVERHARDSTR.;67-69;51
GOLTSTEINSTR.;64;51
ALBERTUSSTR.;6;51
IRISWEG PO;;51
HOMBURGER STR.;2-4;51
HUMBOLDTSTR. PO;102;51
KNAPSACKER STR.;;51
AM MOLENKOPF;7;51
GELSENKIRCHENER STR.;6;51
AM RÖMERTURM;1;51
KASERNENSTR.;9;51
FRIEDRICH-KARL-STR.;109;51
KEMPENER STR.;5;51
GOCHER STR.;40;51
CHERUSKERSTR.;6;51
DREIKÖNIGENSTR.;38;51
EYTHSTR.;133;51
GIESSENER STR.;40;51
CHRISTOPHSTR.;56;51
GENOVEVASTR.;64-66;51
BERRENRATHER STR.;448;51
AM GRÄFENHOF;;51
BERGISCH GLADBACHER STR.;605;51
LUSTHEIDER STR.;44;51
AACHENER STR.;323;51
CLEVER STR.;32A;51
JOHANNES-PRASSEL-STR.;153;51
GRAF-ADOLF-STR.;60;51
HAHNENSTR.;45;51
JOSEPHSKIRCHSTR.;49;51
GEIGENSTEG;12;50
EDITH-STEIN-STR.;4;50
KATTOWITZER STR.;52;50
KRONENGASSE;23;50
KAUTSCHUKSTR.;6;50
KLARASTR.;17;50
HEBBELSTR.;10;50
HANSARING;3;50
BRABANTER STR.;32;50
BRÜHLER STR.;289;50
KIELER STR.;36-38;50
GROSSER GRIECHENMARKT;87-89;50
DREIKÖNIGENSTR.;12;50
CÄSARSTR.;52;50
KALKER HAUPTSTR.;130-128;50
CORKSTR.;7-11;50
BERGISCH GLADBACHER STR.;581;50
HOHENSTAUFENRING;34-36;50
KIESKAULERWEG;141;50
LICHTSTR.;25;50
ENGGASSE;;50
AACHENER STR.;315;50
FREIHERR-VOM-STEIN-STR.;1;50
BENDORFER WEG;4;50
DEUTZER FREIHEIT;78;50
JÜLICHER STR.;3;50
FRIEDRICHSTR.;1;50
DECKSTEINER STR.;15;50
BUTZWEILERHOFALLEE;4;50
ANTONIASTR.;3;50
EUMENIUSSTR.;3;50
KRÖVER STR.;16;50
HOLLERATHER STR.;;50
APOSTELNSTR.;32/34;50
ALTEBURGER STR.;36-38;50
ENGELBERTSTR.;38A;50
HACKETÄUERSTR.;25;50
CÄCILIENSTR. PO;;50
LÜTZOWSTR.;25;50
BURGMAUER;26;50
KIRCHENHOF;;50
HANSEMANNSTR.;;50
IM FERKULUM;32-34;50
BERTHA-BENZ-KARREE;13-33;50
GERNSHEIMER STR.;21;50
AN DER ALTEN POST;19;50
GEREONSTR.;58;50
KAROLINGERRING;8;50
BEETHOVENSTR.;33;50
BACHEMER STR.;27;50
LEIDENER STR.;;50
NIEHLER STR.;127;50
MOSES-HESS-STR.;85;50
WICHTERICHSTR.;17;50
NIEHLER STR.;17;50
WENDELINSTR.;12;50
SÜLZBURGSTR.;58;50
NIEHLER DAMM;;50
VENLOER STR.;218-220;50
NEUSSER STR.;106-106A;50
ZUGWEG;18;50
UBIERRING;35-37;50
MARCEL-PROUST-PROMENADE;;50
RADERBERGGÜRTEL;3;50
STALLAGSWEG;125;50
OTTOPLATZ;;50
NEUSSER STR.;285-287;50
VOGESENSTR.;;50
RATHENAUPLATZ;10;50
SÜLZBURGSTR.;31;50
SALOMONSGASSE;;50
SUBBELRATHER STR.;242;50
NEUSSER STR.;307-309;50
ZÜLPICHER STR.;259;50
NEUSSER STR.;102-104;50
VENLOER STR.;249;50
ZONSER STR.;;50
VEREINSSTR.;26;50
OSTLANDSTR.;6;50
SEVERINSTR.;99;50
NESSELWEG;;50
NEUHÖFFERSTR.;2A;50
SIEGFRIEDSTR. RO;24;50
VENLOER STR.;365;50
MATHIASKIRCHPLATZ;23D;50
MOHRENSTR.;23;50
RHEINBACHER STR.;34;50
TAKUSTR.;57;50
TEMPELSTR.;39;50
MANDERSCHEIDER PLATZ;;50
ROLANDSTR.;89;50
POTSDAMER STR.;2;50
ROONSTR.;5;50
TRIFELSSTR.;4;50
VENLOER STR.;425A-425B;50
NEUSSER STR.;311-313;49
SUBBELRATHER STR.;215;49
TRAJANSTR.;21;49
WORMSER STR.;47;49
THEODOR-HEUSS-RING;42;49
WEISSENBURGSTR.;8;49
PFITZNERSTR.;;49
MARSILIUSSTR.;;49
PESCHER STR.;;49
SCHLEIERMACHERSTR.;14;49
THUSNELDASTR.;16;49
REMSCHEIDER STR.;111;49
NUSSBAUMERSTR.;66;49
SCHAAFENSTR.;57-59;49
VENLOER STR.;400;49
VENLOER STR.;367;49
VENLOER STR.;455;49
WERKSTATTSTR.;17;49
MATHIASSTR.;;49
VONDELSTR.;5-7;49
MUSÄUSSTR.;10;49
NEUSSER STR.;306-308;49
STALLAGSWEG;;49
STADTWALDGÜRTEL;89;49
THEBÄERSTR.;;49
WUPPERTALER STR.;19;49
WORMSER STR.;;49
WEIMARER STR.;44;49
ROTTERDAMER STR.;31;49
NEUSSER STR.;455;49
NEUSSER STR.;353;49
SEVERINSTR.;133-135;49
STAMMSTR.;45-47;49
VENLOER STR.;384;49
ZÜLPICHER PLATZ;2;49
WITTGENSTEINSTR.;;49
SIMON-MEISTER-STR.;;49
ZÜLPICHER STR.;278;49
SEVERINSTR.;95B;49
SCHLEGELSTR.;1B;49
WALDSTR. PO;;49
MATHIASSTR.;17-19;49
WILHELMSTR.;59;49
NIBELUNGENPLATZ;1;49
MARIAWALDSTR.;;49
BALINGER STR.;;49
KALKER HAUPTSTR.;180;49
CHRISTINASTR.;55;49
HERMANN-PFLAUME-STR.;;49
ELISABETH-BREUER-STR.;48;49
ACHTERSTR.;20;49
DIESELSTR.;34A;49
GOTENRING;35;49
BENJAMINSTR.;;49
GLADBACHER STR.;37;49
DOMSTR.;10-16;49
FOLLERSTR.;100;49
DELLBRÜCKER HAUPTSTR.;107;49
BALTHASARSTR.;5;49
FLORASTR.;32;49
DANZIGER STR. WE;10;49
BUCHHEIMER RING;;49
FRIEDRICHSTR.;5;49
GRONAUER STR.;36;49
AUGUSTSTR.;37;49
HOLSTEINSTR.;4;49
LINDER WEG;;49
KASEMATTENSTR.;10;49
GOETHESTR. PO;14;49
BERTRAMSTR.;8A;49
HEINRICH-BILLSTEIN-STR.;13;49
AM WALZWERK;5;49
LÖWENGASSE;7-9;49
DREIKÖNIGENSTR.;40;49
KONRAD-ADENAUER-STR.PO;1;49
KOMÖDIENSTR.;15;49
KEPLERSTR.;41;49
BERGISCH GLADBACHER STR.;571;49
HAMBORNER STR.;12;49
FRIEDRICHSTR.;12;49
BRABANTER STR.;1;49
DEUTZER RING;5;49
LOHSESTR.;70;49
KERPENER STR.;103;49
BACHEMSTR.;4-6;49
HEBBELSTR.;6;49
HAUPTSTR. RO;57;49
LUKASSTR.;12;49
GROSSE BRINKGASSE;6;49
GEREONSWALL;112;49
HAFENSTR.;19-21;49
LANDMANNSTR.;4;49
EUMENIUSSTR.;4;49
ALFRED-SCHÜTTE-ALLEE;158;49
CLEMENSSTR.;11;48
AN DEN DOMINIKANERN;3;48
AACHENER STR.;1353;48
HANSESTR.;61-63;48
BERNHARD-LETTERHAUS-STR.;4-6;48
LAUBINGER WEG;41;48
HAUPTSTR. RO;59;48
KLEINER GRIECHENMARKT;44;48
LIMBURGER STR.;1;48
ALTE KÖLNER STR.;;48
ALTEBURGER WALL;18;48
ALTEBURGER STR.;73;48
HOHE PFORTE;13-17;48
LINDENBORNSTR.;15;48
KALK-MÜLHEIMER STR.;347;48
APOSTELNSTR.;22;48
LUISENSTR.;2;48
LUXEMBURGER STR.;299;48
APPELLHOFPLATZ;3-5;48
KREUZBLUMENWEG;5;48
MAARWEG;18-22;48
GRADITZER STR.;;48
ALSDORFER STR.;;48
AM URBACHER WALL;;48
BARTHELSTR.;30;48
AGILOLFSTR.;;48
AM VORGEBIRGSTOR;11;48
GOTENRING;13;48
HÖNINGER WEG;239;48
KERPENER STR.;109;48
AACHENER STR.;489;48
KYFFHÄUSERSTR.;4;48
AACHENER STR.;561;48
DÜRENER STR.;256;48
BISMARCKSTR.;10;48
KARDINAL-FRINGS-STR.;10;48
LUNGENGASSE;13-17;48
HOHENSTAUFENRING;2;48
AN DER BOTTMÜHLE;;48
FLORASTR.;39;48
AM RÖMERTURM;7;48
HÜTTENSTR.;32;48
GELDORPSTR.;1;48
AN DER BASTION;3;48
KARL-KORN-STR.;14;48
FLEISCHMENGERGASSE;45;48
EHRENFELDGÜRTEL;124;48
FRANKFURTER STR.;22-24;48
KASINOSTR.;2;48
AACHENER STR.;1240-1248;48
HANSARING;94;48
FELTENSTR.;29;48
MEROWINGERSTR.;56;48
NEUSSER STR.;361;48
ZÜLPICHER STR.;223;48
SÖMMERINGSTR.;42;48
ZÜLPICHER STR.;229;48
TAUNUSSTR.;47;48
SÖMMERINGSTR.;16;48
VOGELSBERGSTR.;81A;48
THURNMARKT;7;48
VON-SANDT-PLATZ;2;48
MÜHLENBACH;17;48
ZÜLPICHER STR.;255;48
MOZARTSTR.;9;48
NORBERTSTR.;20;48
SEVERINSMÜHLENGASSE;1;48
TULPENWEG PO;;48
MARIENPLATZ;12;48
TITUSSTR.;12;48
ROONSTR.;40-42;48
UFERSTR. RO;29;48
SECHZIGSTR.;54-56;48
ZÜLPICHER STR.;271;48
SUBBELRATHER STR.;142;48
ZÜLPICHER STR.;273;48
WÜLLNERSTR.;112;48
WALDKAUZWEG;79;48
ZECHENSTR.;5;48
REISCHPLATZ;20;48
VOLTASTR.;70;48
WEZELOSTR.;33;48
SIEGBURGER STR.;161;48
STAMMSTR.;84;48
RHEINGASSE;16;48
MATHILDENSTR.;25;48
PELLENZSTR.;40;48
WERKSTATTSTR.;70;48
MAYBACHSTR.;156;48
SÜLZBURGSTR.;234;48
WEINSBERGSTR.;116;48
MERTENER STR.;11;48
STADTWALDGÜRTEL;31;48
NEUSSER STR.;271-273;48
REGENSBURGER STR.;;48
NEUSSER STR.;50-52;48
SCHLESWIGSTR.;;48
SEVERINSTR.;111;47
SACHSENRING;73;47
NEUSSER STR.;360;47
WARTHESTR.;;47
NIEHLER STR.;214;47
MAURITIUSWALL;23;47
MAUENHEIMER STR.;146;47
MAURITIUSWALL;19-21;47
STAMMHEIMER STR.;8;47
RINGSTR. RO;;47
MEROWINGERSTR.;21;47
ROCHUSSTR.;375;47
MARKT;12;47
SUBBELRATHER STR.;199-201;47
MAYBACHSTR.;36;47
VENLOER STR.;333-335;47
MARKTSTR.;61;47
VON-KETTELER-STR.;20;47
WORMSER STR.;19;47
WEINSBERGSTR.;114;47
STAMMHEIMER STR.;130;47
