strasse;hausnummer;Latitude;Longitude
REMAGENER STR.;28;50.89839;6.96816
REMAGENER STR.;;50.89839;6.96816
REMBRANDTSTR.;10;50.95692;6.94436
REMBRANDTSTR.;2;50.8814;7.01825
REMBRANDTSTR.;;50.88101;7.01936
REMBRANDTSTR. RO;;50.88101;7.01936
REMIGIUSSTR.;10;50.87035;7.01807
REMIGIUSSTR.;14;50.87056;7.01781
REMIGIUSSTR.;14-16;50.87056;7.01781
REMIGIUSSTR.;18;50.87078;7.01759
REMIGIUSSTR.;18-20;50.87078;7.01759
REMIGIUSSTR.;18-22;50.87078;7.01759
REMIGIUSSTR.;201;50.92015;6.92987
REMIGIUSSTR.;21;50.92113;6.93114
REMIGIUSSTR.;22;50.87097;7.01734
REMIGIUSSTR.;22-18;50.87097;7.01734
REMIGIUSSTR.;22-24;50.87097;7.01734
REMIGIUSSTR.;23;50.92093;6.93086
REMIGIUSSTR.;24;50.87106;7.01723
REMIGIUSSTR.;26;50.92078;6.93026
REMIGIUSSTR.;26-28;50.92078;6.93026
REMIGIUSSTR.;28;50.87128;7.01697
REMIGIUSSTR.;3;50.86989;7.01825
REMIGIUSSTR.;30;50.91992;6.92923
REMIGIUSSTR.;30-32;50.91992;6.92923
REMIGIUSSTR.;31;50.92056;6.93044
REMIGIUSSTR.;31-33;50.92056;6.93044
REMIGIUSSTR.;32;50.91974;6.92898
REMIGIUSSTR.;32-34;50.91974;6.92898
REMIGIUSSTR.;33;50.92042;6.93028
REMIGIUSSTR.;34;50.91961;6.92883
REMIGIUSSTR.;34-36;50.91961;6.92883
REMIGIUSSTR.;34A;50.91951;6.92871
REMIGIUSSTR.;34A-34B;50.91956;6.92877
REMIGIUSSTR.;34A-36;50.91951;6.92871
REMIGIUSSTR.;34B;50.91956;6.92877
REMIGIUSSTR.;35;50.91969;6.9295
REMIGIUSSTR.;35-37;50.91969;6.9295
REMIGIUSSTR.;36;50.9194;6.92859
REMIGIUSSTR.;37;50.91961;6.92941
REMIGIUSSTR.;38;50.91927;6.92845
REMIGIUSSTR.;38-40;50.91927;6.92845
REMIGIUSSTR.;39;50.91953;6.92932
REMIGIUSSTR.;39-41;50.91953;6.92932
REMIGIUSSTR.;40;50.91907;6.92825
REMIGIUSSTR.;41;50.91944;6.92922
REMIGIUSSTR.;41-43;50.91944;6.92922
REMIGIUSSTR.;43;50.91944;6.92922
REMIGIUSSTR.;45;50.91929;6.92905
REMIGIUSSTR.;45-47;50.91929;6.92905
REMIGIUSSTR.;47;50.91921;6.92896
REMIGIUSSTR.;47-49;50.91921;6.92896
REMIGIUSSTR.;49;50.91914;6.92887
REMIGIUSSTR.;51;50.91906;6.92878
REMIGIUSSTR.;53;50.91898;6.92869
REMIGIUSSTR.;53-55;50.91898;6.92869
REMIGIUSSTR.;55;50.9189;6.9286
REMIGIUSSTR.;55-57;50.9189;6.9286
REMIGIUSSTR.;57;50.9188;6.92849
REMIGIUSSTR.;;50.92015;6.92987
REMIGIUSSTR. SÜ;10;50.87035;7.01807
REMIGIUSSTR. SÜ;18;50.87078;7.01759
REMIGIUSSTR. SÜ;18-20;50.87078;7.01759
REMIGIUSSTR. SÜ;21;50.92113;6.93114
REMIGIUSSTR. SÜ;22;50.87097;7.01734
REMIGIUSSTR. SÜ;23;50.92093;6.93086
REMIGIUSSTR. SÜ;24;50.87106;7.01723
REMIGIUSSTR. SÜ;33;50.92042;6.93028
REMIGIUSSTR. SÜ;;50.92015;6.92987
REMSCHEIDER STR.;10;50.94358;7.00275
REMSCHEIDER STR.;103;50.94585;7.00991
REMSCHEIDER STR.;103-105;50.94585;7.00991
REMSCHEIDER STR.;105;50.94592;7.01015
REMSCHEIDER STR.;105-107;50.94592;7.01015
REMSCHEIDER STR.;107;50.94599;7.0104
REMSCHEIDER STR.;108;50.94599;7.01143
REMSCHEIDER STR.;109;50.94606;7.01065
REMSCHEIDER STR.;109-111;50.94606;7.01065
REMSCHEIDER STR.;111;50.94611;7.01085
REMSCHEIDER STR.;111-113;50.94611;7.01085
REMSCHEIDER STR.;113;50.94614;7.01095
REMSCHEIDER STR.;113A -117A;50.94651;7.01151
REMSCHEIDER STR.;113A-117A;50.94651;7.01151
REMSCHEIDER STR.;114;50.94613;7.01191
REMSCHEIDER STR.;115;50.94651;7.01128
REMSCHEIDER STR.;115-117;50.94651;7.01128
REMSCHEIDER STR.;117;50.94651;7.01128
REMSCHEIDER STR.;12;50.94362;7.00293
REMSCHEIDER STR.;12-14;50.94362;7.00293
REMSCHEIDER STR.;12/14;50.94362;7.00305
REMSCHEIDER STR.;123;50.94693;7.01179
REMSCHEIDER STR.;125;50.94707;7.01198
REMSCHEIDER STR.;131;50.94534;7.00826
REMSCHEIDER STR.;137;50.94534;7.00826
REMSCHEIDER STR.;14;50.94362;7.00305
REMSCHEIDER STR.;14-16;50.94362;7.00305
REMSCHEIDER STR.;15;50.94435;7.0046
REMSCHEIDER STR.;16;50.94363;7.00318
REMSCHEIDER STR.;18;50.94364;7.00332
REMSCHEIDER STR.;18-16;50.94364;7.00332
REMSCHEIDER STR.;20;50.94375;7.00377
REMSCHEIDER STR.;22;50.94381;7.00391
REMSCHEIDER STR.;2-4;50.9436;7.00251
REMSCHEIDER STR.;26-28;50.94409;7.00455
REMSCHEIDER STR.;28;50.94415;7.00469
REMSCHEIDER STR.;280;50.94534;7.00826
REMSCHEIDER STR.;28-30;50.94415;7.00469
REMSCHEIDER STR.;30;50.9442;7.00483
REMSCHEIDER STR.;30-32;50.9442;7.00483
REMSCHEIDER STR.;32;50.94426;7.00498
REMSCHEIDER STR.;32-30;50.94426;7.00498
REMSCHEIDER STR.;38;50.94445;7.00547
REMSCHEIDER STR.;41;50.94461;7.00548
REMSCHEIDER STR.;43;50.94463;7.00554
REMSCHEIDER STR.;43-45;50.94463;7.00554
REMSCHEIDER STR.;45;50.94466;7.00564
REMSCHEIDER STR.;47;50.94471;7.00578
REMSCHEIDER STR.;55;50.94479;7.00603
REMSCHEIDER STR.;57;50.94485;7.00625
REMSCHEIDER STR.;57-59;50.94485;7.00625
REMSCHEIDER STR.;6;50.94362;7.00275
REMSCHEIDER STR.;67;50.94503;7.00687
REMSCHEIDER STR.;69;50.94505;7.00697
REMSCHEIDER STR.;70;50.9451;7.00767
REMSCHEIDER STR.;70-72;50.9451;7.00767
REMSCHEIDER STR.;71;50.94508;7.00707
REMSCHEIDER STR.;72;50.94514;7.00784
REMSCHEIDER STR.;72A;50.94514;7.00784
REMSCHEIDER STR.;73;50.94523;7.00764
REMSCHEIDER STR.;74;50.94518;7.00795
REMSCHEIDER STR.;75;50.94528;7.00782
REMSCHEIDER STR.;8;50.94362;7.00275
REMSCHEIDER STR.;80;50.94532;7.00848
REMSCHEIDER STR.;81;50.94538;7.00818
REMSCHEIDER STR.;84;50.9454;7.00879
REMSCHEIDER STR.;86;50.94546;7.00899
REMSCHEIDER STR.;87-87A;50.9455;7.00861
REMSCHEIDER STR.;88;50.94551;7.00919
REMSCHEIDER STR.;9;50.9441;7.004
REMSCHEIDER STR.;96;50.94572;7.01046
REMSCHEIDER STR.;97A;50.94564;7.00912
REMSCHEIDER STR.;BERTRAMSTR.57;50.94372;7.00347
REMSCHEIDER STR.;;50.94534;7.00826
RENDSBURGER PLATZ;12;50.95564;7.00207
RENDSBURGER PLATZ;1-3;50.95615;7.00262
RENDSBURGER PLATZ;14;50.95566;7.00231
RENDSBURGER PLATZ;16;50.9556;7.00257
RENDSBURGER PLATZ;16-18;50.9556;7.00257
RENDSBURGER PLATZ;18;50.95555;7.00278
RENDSBURGER PLATZ;18-20;50.95555;7.00278
RENDSBURGER PLATZ;19-21;50.95587;7.0023
RENDSBURGER PLATZ;20;50.9555;7.00303
RENDSBURGER PLATZ;20-22;50.9555;7.00303
RENDSBURGER PLATZ;21;50.95587;7.0023
RENDSBURGER PLATZ;22;50.95546;7.00319
RENDSBURGER PLATZ;;50.95587;7.0023
RENE-BOHN-STR.;4A;50.99562;6.98915
RENE-BOHN-STR.;;50.99605;6.99081
RENNBAHNSTR.;1;50.97955;6.95168
RENNBAHNSTR.;100;50.98021;6.95289
RENNBAHNSTR.;109;50.98079;6.95088
RENNBAHNSTR.;109-111;50.98079;6.95088
RENNBAHNSTR.;111;50.98093;6.95082
RENNBAHNSTR.;111-113;50.98093;6.95082
RENNBAHNSTR.;113;50.98107;6.95076
RENNBAHNSTR.;115;50.9812;6.95071
RENNBAHNSTR.;115-117;50.9812;6.95071
RENNBAHNSTR.;117;50.98135;6.95067
RENNBAHNSTR.;119;50.98147;6.9506
RENNBAHNSTR.;121;50.98161;6.95058
RENNBAHNSTR.;121-123;50.98161;6.95058
RENNBAHNSTR.;123;50.98174;6.95051
RENNBAHNSTR.;125;50.98188;6.95049
RENNBAHNSTR.;125-127;50.98188;6.95049
RENNBAHNSTR.;127;50.98201;6.95042
RENNBAHNSTR.;145;50.9829;6.95013
RENNBAHNSTR.;145-147;50.9829;6.95013
RENNBAHNSTR.;147-149;50.98308;6.95007
RENNBAHNSTR.;149;50.98328;6.95
RENNBAHNSTR.;149-151;50.98328;6.95
RENNBAHNSTR.;151;50.98349;6.94994
RENNBAHNSTR.;152;50.98369;6.95064
RENNBAHNSTR.;153-155;50.98375;6.9498
RENNBAHNSTR.;154;50.98441;6.95021
RENNBAHNSTR.;18;50.97623;6.95212
RENNBAHNSTR.;2;50.97533;6.95092
RENNBAHNSTR.;23;50.97558;6.95062
RENNBAHNSTR.;24;50.97659;6.95256
RENNBAHNSTR.;27;50.97579;6.95092
RENNBAHNSTR.;3;50.97955;6.95168
RENNBAHNSTR.;35;50.97641;6.95177
RENNBAHNSTR.;37;50.97652;6.95192
RENNBAHNSTR.;39;50.97665;6.9521
RENNBAHNSTR.;4;50.97543;6.95105
RENNBAHNSTR.;41;50.97681;6.95222
RENNBAHNSTR.;41-13;50.97681;6.95222
RENNBAHNSTR.;41-43;50.97681;6.95222
RENNBAHNSTR.;43;50.97698;6.95227
RENNBAHNSTR.;43-45;50.97698;6.95227
RENNBAHNSTR.;45;50.97716;6.95225
RENNBAHNSTR.;47;50.97733;6.95222
RENNBAHNSTR.;51;50.97766;6.9521
RENNBAHNSTR.;53;50.97809;6.95194
RENNBAHNSTR.;53-55;50.97809;6.95194
RENNBAHNSTR.;55;50.97823;6.9519
RENNBAHNSTR.;55-57;50.97823;6.9519
RENNBAHNSTR.;57;50.97837;6.95185
RENNBAHNSTR.;57-59;50.97837;6.95185
RENNBAHNSTR.;59;50.97851;6.95181
RENNBAHNSTR.;61;50.97865;6.95176
RENNBAHNSTR.;63;50.97879;6.95171
RENNBAHNSTR.;63-65;50.97879;6.95171
RENNBAHNSTR.;65;50.97893;6.95167
RENNBAHNSTR.;65-67;50.97893;6.95167
RENNBAHNSTR.;67;50.97906;6.95162
RENNBAHNSTR.;727;50.97955;6.95168
RENNBAHNSTR.;8;50.97566;6.95136
RENNBAHNSTR.;81;50.97936;6.9515
RENNBAHNSTR.;81-83;50.97936;6.9515
RENNBAHNSTR.;83;50.97948;6.95145
RENNBAHNSTR.;83-85;50.97948;6.95145
RENNBAHNSTR.;85;50.97959;6.9514
RENNBAHNSTR.;87;50.97971;6.95136
RENNBAHNSTR.;89;50.97982;6.95131
RENNBAHNSTR.;91;50.97993;6.95126
RENNBAHNSTR.;91-93;50.97993;6.95126
RENNBAHNSTR.;93;50.98004;6.95122
RENNBAHNSTR.;95;50.98015;6.95117
RENNBAHNSTR.;95-97;50.98015;6.95117
RENNBAHNSTR.;97;50.98026;6.95112
RENNBAHNSTR.;97-99;50.98026;6.95112
RENNBAHNSTR.;99;50.98038;6.95107
RENNBAHNSTR.;;50.97955;6.95168
RENNEBERGSTR.;1;50.91984;6.93232
RENNEBERGSTR.;10;50.91881;6.93401
RENNEBERGSTR.;11;50.91943;6.93329
RENNEBERGSTR.;1-3;50.91984;6.93232
RENNEBERGSTR.;17;50.91906;6.93417
RENNEBERGSTR.;3;50.9197;6.93267
RENNEBERGSTR.;4;50.91907;6.93345
RENNEBERGSTR.;5;50.9197;6.93278
RENNEBERGSTR.;5-7;50.9197;6.93278
RENNEBERGSTR.;6;50.91899;6.93365
RENNEBERGSTR.;7;50.9197;6.93267
RENNEBERGSTR.;9;50.9195;6.93313
RENNEBERGSTR.;;50.91951;6.93282
REPGOWSTR.;2;50.92958;6.92676
REPGOWSTR.;2-4;50.92958;6.92676
REPGOWSTR.;4;50.92952;6.92649
REPGOWSTR.;6;50.92935;6.92583
REPGOWSTR.;;50.92937;6.9263
REUTLINGER STR.;1;50.96582;6.93297
REUTLINGER STR.;19;50.96627;6.93298
REUTLINGER STR.;2;50.96785;6.93324
REUTLINGER STR.;4;50.96791;6.93325
REUTLINGER STR.;49;50.96861;6.93279
REUTLINGER STR.;57;50.96711;6.93316
REUTLINGER STR.;;50.96711;6.93316
REVENSTR.;;50.85483;7.08395
REZAGSTR.;1;50.87884;7.05501
REZAGSTR.;10;50.87849;7.05458
REZAGSTR.;11;50.87816;7.05507
REZAGSTR.;12;50.87822;7.05467
REZAGSTR.;13;50.878;7.05501
REZAGSTR.;14;50.87806;7.05461
REZAGSTR.;15-17;50.87791;7.05562
REZAGSTR.;16;50.87829;7.05418
REZAGSTR.;18;50.87813;7.05412
REZAGSTR.;19;50.87783;7.05614
REZAGSTR.;19-29;50.87783;7.05614
REZAGSTR.;1A;50.87893;7.05424
REZAGSTR.;2;50.87887;7.05479
REZAGSTR.;20;50.87828;7.05365
REZAGSTR.;20-26;50.87828;7.05365
REZAGSTR.;24;50.87859;7.05383
REZAGSTR.;26;50.87875;7.05389
REZAGSTR.;27-29;50.87784;7.05665
REZAGSTR.;36;50.87816;7.05481
REZAGSTR.;38;50.87816;7.05481
REZAGSTR.;5;50.8787;7.05496
REZAGSTR.;;50.87816;7.05481
RHEINAUHAFEN;32;50.91573;6.97176
RHEINAUSTR.;1;50.89744;7.01676
RHEINAUSTR.;10;50.9313;6.96018
RHEINAUSTR.;12;50.93132;6.96032
RHEINAUSTR.;13;50.93154;6.96157
RHEINAUSTR.;14-16;50.93133;6.96044
RHEINAUSTR.;15-17;50.93156;6.96171
RHEINAUSTR.;18;50.93135;6.96063
RHEINAUSTR.;18-20;50.93135;6.96063
RHEINAUSTR.;19;50.93159;6.96206
RHEINAUSTR.;1A;50.93139;6.95996
RHEINAUSTR.;1B;50.93142;6.96023
RHEINAUSTR.;1C;50.93144;6.96041
RHEINAUSTR.;2;50.89722;7.01683
RHEINAUSTR.;20;50.93136;6.96081
RHEINAUSTR.;20-22;50.93136;6.96081
RHEINAUSTR.;20/22;50.93138;6.96097
RHEINAUSTR.;22;50.93138;6.96097
RHEINAUSTR.;24;50.93139;6.96113
RHEINAUSTR.;26;50.93141;6.96134
RHEINAUSTR.;28;50.93143;6.96152
RHEINAUSTR.;32;50.93146;6.96184
RHEINAUSTR.;3-5;50.93173;6.96052
RHEINAUSTR.;3/5;50.93173;6.96052
RHEINAUSTR.;4;50.93127;6.95981
RHEINAUSTR.;4-8;50.93127;6.95981
RHEINAUSTR.;6;50.93127;6.95995
RHEINAUSTR.;6-10;50.93127;6.95995
RHEINAUSTR.;6-8;50.93127;6.95995
RHEINAUSTR.;7;50.8974;7.01711
RHEINAUSTR.;7-9;50.8974;7.01711
RHEINAUSTR.;9;50.93151;6.96126
RHEINAUSTR.;R;50.86441;7.01328
RHEINAUSTR.;;50.86441;7.01328
RHEINAUSTR. PO;2;50.89722;7.01683
RHEINAUSTR. PO;24;50.93139;6.96113
RHEINAUSTR. PO;43;50.86441;7.01328
RHEINAUSTR. PO;49;50.89654;7.02111
RHEINAUSTR. PO;68;50.89679;7.02337
RHEINAUSTR. PO;78;50.89718;7.02384
RHEINAUSTR. PO;80;50.8973;7.02394
RHEINAUSTR. PO;;50.86441;7.01328
RHEINAUSTR. SÜ;10;50.9313;6.96018
RHEINAUSTR. SÜ;15;50.93156;6.96171
RHEINAUSTR. SÜ;;50.86441;7.01328
RHEINBACHER STR.;1;50.91836;6.92103
RHEINBACHER STR.;10;50.91834;6.9214
RHEINBACHER STR.;11;50.91875;6.9203
RHEINBACHER STR.;12;50.91846;6.92118
RHEINBACHER STR.;12-14;50.91846;6.92118
RHEINBACHER STR.;13;50.91885;6.92021
RHEINBACHER STR.;14;50.91853;6.92106
RHEINBACHER STR.;15;50.9189;6.92012
RHEINBACHER STR.;16;50.91866;6.92091
RHEINBACHER STR.;18-20;50.91873;6.92078
RHEINBACHER STR.;22;50.91888;6.92053
RHEINBACHER STR.;24;50.91893;6.92036
RHEINBACHER STR.;26;50.919;6.92024
RHEINBACHER STR.;3;50.91845;6.92087
RHEINBACHER STR.;30;50.91915;6.91998
RHEINBACHER STR.;32;50.91923;6.91985
RHEINBACHER STR.;32-34;50.91923;6.91985
RHEINBACHER STR.;34;50.91931;6.91971
RHEINBACHER STR.;5;50.91852;6.92075
RHEINBACHER STR.;5-7;50.91852;6.92075
RHEINBACHER STR.;7;50.91859;6.92063
RHEINBACHER STR.;9;50.91867;6.9205
RHEINBACHER STR.;;50.91879;6.92053
RHEINBERGSTR.;;50.85184;7.0111
RHEINDAMM;;50.8433;6.99317
RHEINDORFER STR.;;50.99527;6.93408
RHEINGASSE;1;50.93433;6.96036
RHEINGASSE;11;50.93437;6.96101
RHEINGASSE;1-11;50.93433;6.96036
RHEINGASSE;12;50.93418;6.96071
RHEINGASSE;13;50.93434;6.96175
RHEINGASSE;1-3;50.93433;6.96036
RHEINGASSE;14;50.9342;6.96097
RHEINGASSE;14-12;50.9342;6.96097
RHEINGASSE;14-16;50.9342;6.96097
RHEINGASSE;15;50.93435;6.96213
RHEINGASSE;16;50.93419;6.96111
RHEINGASSE;16-18;50.93419;6.96111
RHEINGASSE;16-20;50.93419;6.96111
RHEINGASSE;18-2;50.93422;6.96128
RHEINGASSE;18-20;50.93422;6.96128
RHEINGASSE;18/20;50.93422;6.96128
RHEINGASSE;18-21;50.93422;6.96128
RHEINGASSE;2;50.93413;6.95997
RHEINGASSE;20;50.93422;6.96128
RHEINGASSE;2-4;50.93413;6.95997
RHEINGASSE;2-6;50.93413;6.95997
RHEINGASSE;34;50.93422;6.96248
RHEINGASSE;37;50.93426;6.96085
RHEINGASSE;4-6;50.93414;6.96013
RHEINGASSE;6;50.93415;6.9603
RHEINGASSE;6-8;50.93415;6.9603
RHEINGASSE;8;50.93417;6.96043
RHEINGASSE;8-12;50.93417;6.96043
RHEINGASSE;8-14;50.93417;6.96043
RHEINGASSE;;50.93426;6.96085
RHEINISCHE ALLEE;1;50.91246;6.85466
RHEINISCHE ALLEE;5;50.91123;6.85722
RHEINISCHE ALLEE;8;50.91206;6.85393
RHEINISCHE ALLEE;;50.91319;6.85662
RHEINKASSELER WEG;28;51.0415;6.93192
RHEINKASSELER WEG;30;51.04155;6.93178
RHEINKASSELER WEG;34;51.0419;6.93166
RHEINPARKWEG;1;50.94553;6.97014
RHEINPARKWEG;RTL;50.94502;6.97071
RHEINPARKWEG;;50.94502;6.97071
RHEINSTEINSTR.;12;50.90623;6.96049
RHEINSTEINSTR.;12-14;50.90623;6.96049
RHEINSTEINSTR.;14;50.90609;6.96056
RHEINSTEINSTR.;15;50.90582;6.96163
RHEINSTEINSTR.;16;50.90593;6.96063
RHEINSTEINSTR.;17;50.90541;6.96125
RHEINSTEINSTR.;18;50.90562;6.96084
RHEINSTEINSTR.;20;50.90549;6.9609
RHEINSTEINSTR.;22;50.90533;6.96096
RHEINSTEINSTR.;22-24;50.90533;6.96096
RHEINSTEINSTR.;24;50.90519;6.96102
RHEINSTEINSTR.;27;50.9064;6.96071
RHEINSTEINSTR.;2E;50.9071;6.96053
RHEINSTEINSTR.;3;50.90651;6.96083
RHEINSTEINSTR.;34;50.9064;6.96071
RHEINSTEINSTR.;4;50.90657;6.96039
RHEINSTEINSTR.;4A;50.90693;6.96053
RHEINSTEINSTR.;4B;50.90646;6.96031
RHEINSTEINSTR.;6;50.9064;6.95999
RHEINSTEINSTR.;6/8;50.90626;6.95994
RHEINSTEINSTR.;;50.9064;6.96071
RHEINSTR.;11/13;50.8943;6.99528
RHEINSTR.;13;50.8943;6.99528
RHEINSTR.;14;50.89447;6.99586
RHEINSTR.;17;50.89447;6.99561
RHEINSTR.;1A-3;50.89396;6.99459
RHEINSTR.;2;50.89394;6.99479
RHEINSTR.;24;50.89438;6.99549
RHEINSTR.;;50.89438;6.99549
RHODIUSSTR.;1;50.96064;7.00766
RHODIUSSTR.;10;50.96107;7.00888
RHODIUSSTR.;11;50.96099;7.00828
RHODIUSSTR.;11-1;50.96099;7.00828
RHODIUSSTR.;12;50.96103;7.00916
RHODIUSSTR.;13;50.96102;7.00835
RHODIUSSTR.;1-3;50.96064;7.00766
RHODIUSSTR.;14;50.96128;7.00926
RHODIUSSTR.;15-17;50.96111;7.00851
RHODIUSSTR.;15/17;50.96111;7.00851
RHODIUSSTR.;16;50.9614;7.00947
RHODIUSSTR.;18;50.96153;7.00975
RHODIUSSTR.;19;50.96117;7.00861
RHODIUSSTR.;19-21;50.96117;7.00861
RHODIUSSTR.;2;50.96067;7.00811
RHODIUSSTR.;20;50.9617;7.01001
RHODIUSSTR.;21;50.96123;7.00871
RHODIUSSTR.;22;50.96198;7.01052
RHODIUSSTR.;23-25;50.96133;7.00889
RHODIUSSTR.;23/25;50.96133;7.00889
RHODIUSSTR.;23-27;50.96133;7.00889
RHODIUSSTR.;2-4;50.96067;7.00811
RHODIUSSTR.;27;50.9614;7.00903
RHODIUSSTR.;28;50.96107;7.0086
RHODIUSSTR.;29;50.96146;7.00914
RHODIUSSTR.;29-31;50.96146;7.00914
RHODIUSSTR.;3;50.96071;7.00779
RHODIUSSTR.;31;50.96154;7.00927
RHODIUSSTR.;31-33;50.96154;7.00927
RHODIUSSTR.;31/33;50.96154;7.00927
RHODIUSSTR.;31/35;50.96159;7.00936
RHODIUSSTR.;35;50.96159;7.00936
RHODIUSSTR.;37;50.96163;7.00944
RHODIUSSTR.;39;50.96171;7.00958
RHODIUSSTR.;39-41;50.96171;7.00958
RHODIUSSTR.;39/41;50.96171;7.00958
RHODIUSSTR.;3A;50.96077;7.00789
RHODIUSSTR.;4;50.96074;7.00825
RHODIUSSTR.;41;50.96171;7.00958
RHODIUSSTR.;41-43;50.96171;7.00958
RHODIUSSTR.;43;50.96178;7.0097
RHODIUSSTR.;43-41;50.96178;7.0097
RHODIUSSTR.;45;50.96184;7.00982
RHODIUSSTR.;5;50.96082;7.00799
RHODIUSSTR.;6-8;50.96089;7.00856
RHODIUSSTR.;9;50.96093;7.00818
RHODIUSSTR.;9-11;50.96093;7.00818
RHODIUSSTR.;CARITAS;50.96107;7.0086
RHODIUSSTR.;FRANKFURTER STR. 37;50.96034;7.00725
RHODIUSSTR.;;50.96107;7.0086
RHÖNDORFER STR.;1;50.91782;6.93689
RHÖNDORFER STR.;102;50.90852;6.92946
RHÖNDORFER STR.;104;50.90834;6.92934
RHÖNDORFER STR.;11-11A;50.91592;6.93548
RHÖNDORFER STR.;114;50.90812;6.92919
RHÖNDORFER STR.;11A;50.91592;6.93548
RHÖNDORFER STR.;11A-13;50.91592;6.93548
RHÖNDORFER STR.;120;50.9074;6.92868
RHÖNDORFER STR.;126-142;50.90714;6.92842
RHÖNDORFER STR.;14J;50.91528;6.934
RHÖNDORFER STR.;15;50.91537;6.93483
RHÖNDORFER STR.;2;50.91768;6.93598
RHÖNDORFER STR.;24;50.91307;6.93274
RHÖNDORFER STR.;26;50.91293;6.93264
RHÖNDORFER STR.;28;50.9128;6.93255
RHÖNDORFER STR.;30;50.91265;6.93246
RHÖNDORFER STR.;34;50.91237;6.93225
RHÖNDORFER STR.;36;50.91222;6.93216
RHÖNDORFER STR.;42;50.91143;6.93155
RHÖNDORFER STR.;44;50.91128;6.93149
RHÖNDORFER STR.;48;50.91097;6.93127
RHÖNDORFER STR.;48-50;50.91097;6.93127
RHÖNDORFER STR.;50;50.91085;6.93118
RHÖNDORFER STR.;52;50.91074;6.93111
RHÖNDORFER STR.;5-7;50.91701;6.9361
RHÖNDORFER STR.;6;50.91694;6.9358
RHÖNDORFER STR.;61;50.90842;6.92985
RHÖNDORFER STR.;72;50.91034;6.93075
RHÖNDORFER STR.;72-74;50.91034;6.93075
RHÖNDORFER STR.;74;50.91021;6.93065
RHÖNDORFER STR.;76;50.91014;6.93061
RHÖNDORFER STR.;80-82;50.91;6.93051
RHÖNDORFER STR.;82;50.90989;6.93043
RHÖNDORFER STR.;84;50.90967;6.93025
RHÖNDORFER STR.;86;50.90967;6.93025
RHÖNDORFER STR.;8-8A;50.91641;6.93541
RHÖNDORFER STR.;8A;50.91641;6.93541
RHÖNDORFER STR.;9;50.91655;6.93579
RHÖNDORFER STR.;90;50.91244;6.93251
RHÖNDORFER STR.;94;50.90886;6.9297
RHÖNDORFER STR.;;50.91244;6.93251
RHONESTR.;1;51.02487;6.89545
RHONESTR.;2A;51.02537;6.8947
RHONESTR.;2 A;51.0253;6.89546
RHONESTR.;3;51.02501;6.89507
RHONESTR.;5;51.02474;6.89399
RHONESTR.;7;51.0242;6.89493
RHONESTR.;;51.02449;6.89504
RICARDA-HUCH-STR.;12;50.98695;6.99783
RICARDA-HUCH-STR.;14;50.98673;6.99738
RICARDA-HUCH-STR.;2;50.98639;6.99864
RICARDA-HUCH-STR.;2-31;50.98639;6.99864
RICARDA-HUCH-STR.;27;50.98522;6.9942
RICARDA-HUCH-STR.;29;50.98512;6.99402
RICARDA-HUCH-STR.;29-31;50.98512;6.99402
RICARDA-HUCH-STR.;31;50.98504;6.99378
RICARDA-HUCH-STR.;33;50.98464;6.99339
RICARDA-HUCH-STR.;34;50.98623;6.99474
RICARDA-HUCH-STR.;35;50.98467;6.99301
RICARDA-HUCH-STR.;35-39;50.98467;6.99301
RICARDA-HUCH-STR.;37-39;50.98428;6.9925
RICARDA-HUCH-STR.;39;50.98414;6.99223
RICARDA-HUCH-STR.;39-41;50.98414;6.99223
RICARDA-HUCH-STR.;4;50.98651;6.99848
RICARDA-HUCH-STR.;41;50.98414;6.99223
RICARDA-HUCH-STR.;42;50.98576;6.99388
RICARDA-HUCH-STR.;43;50.98414;6.99223
RICARDA-HUCH-STR.;44;50.98504;6.99293
RICARDA-HUCH-STR.;48;50.9848;6.9925
RICARDA-HUCH-STR.;52;50.98456;6.99207
RICARDA-HUCH-STR.;54;50.98469;6.9919
RICARDA-HUCH-STR.;56;50.98433;6.99164
RICARDA-HUCH-STR.;66;50.98607;6.99529
RICARDA-HUCH-STR.;7;50.98592;6.99633
RICARDA-HUCH-STR.;70;50.98607;6.99529
RICARDA-HUCH-STR.;83;50.98607;6.99529
RICARDA-HUCH-STR.;85;50.98607;6.99529
RICARDA-HUCH-STR.;9;50.98605;6.99615
RICARDA-HUCH-STR.;SCHULE;50.98607;6.99529
RICARDA-HUCH-STR.;SCHULOR;50.98607;6.99529
RICARDA-HUCH-STR.;SCHULTOR;50.98607;6.99529
RICARDA-HUCH-STR.;TOR;50.98607;6.99529
RICARDA-HUCH-STR.;;50.98607;6.99529
RICARDA-HUCH-STR. WE;1;50.98636;6.9979
RICARDA-HUCH-STR. WE;2;50.98639;6.99864
RICARDA-HUCH-STR. WE;3;50.94261;6.84402
RICARDA-HUCH-STR. WE;35;50.98467;6.99301
RICARDA-HUCH-STR. WE;5;50.94301;6.84377
RICARDA-HUCH-STR. WE;7;50.98592;6.99633
RICARDA-HUCH-STR. WE;;50.98607;6.99529
RICHARD-BYRD-STR.;12;50.98809;6.88567
RICHARD-BYRD-STR.;15;50.98698;6.88442
RICHARD-BYRD-STR.;16;50.9885;6.88782
RICHARD-BYRD-STR.;18;50.98881;6.88805
RICHARD-BYRD-STR.;19;50.98789;6.88423
