strasse;hausnummer;anzahl bussgelder
HOFSTR.;28;1
HOFSTR.;48;1
HOFSTR.;59-61;1
HOFSTR.;;1
HOGENBERGSTR.;13;1
HOGENBERGSTR.;1-3;1
HOGENBERGSTR.;2-6;1
HOGENBERGSTR.;4-6;1
HÖHENBERGER RING;13;1
HÖHENBERGER STR.;15;1
CLEMENS-HASTRICH-STR.;10-12;1
HÖHENBERGER STR.;22;1
HÖHENBERGER STR.;23;1
ROSTOCKER STR.;;1
CLEMENS-HASTRICH-STR.;1;1
HÖHENBERGER STR.;28-31;1
HÖHENBERGER STR.;28-32;1
CLEMENSGASSE;29;1
CLAUDIUSSTR.;PARKPLATZD;1
CLAUDIUS-DORNIER-STR.;32;1
HOHENFRIEDBERGSTR.;1;1
CLAUDIUS-DORNIER-STR.;28-30;1
HOHENFRIEDBERGSTR.;28;1
CLAUDIUS-DORNIER-STR.;24;1
HOHENFRIEDBERGSTR.;8-11;1
CLAUDIUS-DORNIER-STR.;18;1
CLAUDIASTR.;4;1
HOHENSTAUFENRING;10/12;1
CLAUDELWEG;16;1
CLAUDELWEG;1;1
CLASSEN-KAPPELMANN-STR.;;1
CLASSEN-KAPPELMANN-STR.;43;1
HOHENSTAUFENRING;16-;1
CLASSEN-KAPPELMANN-STR.;33;1
CLASSEN-KAPPELMANN-STR.;32;1
CLASSEN-KAPPELMANN-STR.;25-27;1
ROTDORNWEG;38;1
HOHENSTAUFENRING;20-24;1
HOHENSTAUFENRING;21-23;1
HOHENSTAUFENRING;22-24;1
HOHENSTAUFENRING;2-5;1
ROTDORNWEG;;1
HOHENSTAUFENRING;27-29;1
HOHENSTAUFENRING;27-31;1
CLARENBACHSTR.;66;1
HOHENSTAUFENRING;30/32;1
CLARENBACHSTR.;247;1
HOHENSTAUFENRING;36/36;1
HOHENSTAUFENRING;37-41;1
HOHENSTAUFENRING;38-;1
CLARENBACHSTR.;245;1
CLARENBACHSTR.;239A;1
HOHENSTAUFENRING;38-46;1
HOHENSTAUFENRING;39;1
HOHENSTAUFENRING;39-37;1
HOHENSTAUFENRING;40;1
HOHENSTAUFENRING;43;1
CLARENBACHSTR.;233;1
HOHENSTAUFENRING;43.45;1
HOHENSTAUFENRING;43-47;1
HOHENSTAUFENRING;44/46;1
HOHENSTAUFENRING;45-47;1
HOHENSTAUFENRING;46;1
HOHENSTAUFENRING;46-48;1
HOHENSTAUFENRING;47;1
CLARENBACHSTR.;194;1
HOHENSTAUFENRING;48/4;1
CLARENBACHSTR.;192;1
CLARENBACHSTR.;190;1
HOHENSTAUFENRING;48-54/56;1
CLARENBACHSTR.;188;1
HOHENSTAUFENRING;50;1
HOHENSTAUFENRING;54/56;1
CLARENBACHSTR.;184-184A;1
CLARENBACHSTR.;180-182;1
CLARENBACHSTR.;174;1
HOHENSTAUFENRING;57A-57;1
CLARENBACHSTR.;166-168;1
HOHENSTAUFENRING;60-70;1
HOHENSTAUFENRING;60-72;1
HOHENSTAUFENRING;61-63;1
CLARENBACHSTR.;154-156;1
HOHENSTAUFENRING;64-66;1
HOHENSTAUFENRING;66-0;1
CLARENBACHSTR.;1-3;1
CLARENBACHSTR.;12;1
HOHENSTAUFENRING;72-74;1
ROTDORNWEG HE;;1
CLARA-IMMERWAHR-WEG;23;1
HOHENSTAUFENRING;ME;1
HOHENSTAUFENSTR.;11;1
HOHENSTAUFENSTR.;12;1
HOHENSTAUFENSTR.;12-14;1
HOHENSTAUFENSTR.;14;1
HOHENSTAUFENSTR.;17-19;1
HOHENSTAUFENSTR.;25;1
HOHENSTAUFENSTR.;26;1
HOHENSTAUFENSTR.;34-36;1
HOHENSTAUFENSTR.;38-40;1
HOHENSTAUFENSTR.;43-45;1
HOHENSTAUFENSTR.;4-6;1
HOHENSTAUFENSTR.;56-58;1
HOHENSTAUFENSTR.;62;1
HOHENSTAUFENSTR.;66-70;1
HOHENSTAUFENSTR.;;1
HOHENSYBURGSTR.;130;1
HOHENSYBURGSTR.;;1
HOHENTWIELSTR.;22;1
CHRYSANTHEMENWEG;2;1
HOHENZOLLERNBRÜCKE;2-10;1
HOHENZOLLERNBRÜCKE;30;1
HOHENZOLLERNBRÜCKE;57;1
HOHENZOLLERNBRÜCKE;74-80;1
CHRISTROSENWEG;6;1
CHRISTROSENWEG;5-7;1
HOHENZOLLERNRING;11-13;1
CHRISTROSENWEG;48;1
CHRISTROSENWEG;4-6;1
HOHENZOLLERNRING;12-16;1
HOHENZOLLERNRING;12/23;1
HOHENZOLLERNRING;13-15;1
CHRISTROSENWEG;2;1
CHRISTOPHSTR.;9-15;1
CHRISTOPHSTR.;7A;1
HOHENZOLLERNRING;16-16A;1
CHRISTOPHSTR.;58;1
CHRISTOPHSTR.;52-54;1
HOHENZOLLERNRING;16/20;1
HOHENZOLLERNRING;16-28;1
CHRISTOPHSTR.;52-50;1
CHRISTOPHSTR.;5;1
CHRISTOPHSTR.;48/50;1
CHRISTOPHSTR.;48-50;1
HOHENZOLLERNRING;20/22;1
CHRISTOPHSTR.;46/48;1
HOHENZOLLERNRING;21-;1
CHRISTOPHSTR.;46-48;1
CHRISTOPHSTR.;4;1
CHRISTOPHSTR.;39-41;1
CHRISTOPHSTR.;38-40;1
HOHENZOLLERNRING;21-23/25;1
HOHENZOLLERNRING;2-24;1
ROTDORNWEG PE;;1
HOHENZOLLERNRING;23-23;1
CHRISTOPHSTR.;34-36;1
HOHENZOLLERNRING;26-28;1
HOHENZOLLERNRING;27;1
HOHENZOLLERNRING;2L10;1
CHRISTOPHSTR.;32;1
HOHENZOLLERNRING;32/34;1
HOHENZOLLERNRING;36;1
HOHENZOLLERNRING;37/39-41;1
HOHENZOLLERNRING;39;1
HOHENZOLLERNRING;41;1
HOHENZOLLERNRING;41-39;1
HOHENZOLLERNRING;41-43;1
HOHENZOLLERNRING;41/43;1
HOHENZOLLERNRING;41-45;1
HOHENZOLLERNRING;42-44;1
CHRISTOPHSTR.;26/28;1
HOHENZOLLERNRING;43/45;1
CHRISTOPHSTR.;20-24;1
HOHENZOLLERNRING;44-42;1
HOHENZOLLERNRING;44/46;1
CHRISTOPHSTR.;18;1
HOHENZOLLERNRING;45-43;1
CHRISTOPHSTR.;17-19;1
CHRISTOPHSTR.;13;1
CHRISTOPHSTR.;12/14;1
HOHENZOLLERNRING;47/49;1
HOHENZOLLERNRING;47-51;1
CHRISTINASTR.;9;1
CHRISTINASTR.;80-82;1
CHRISTINASTR.;7-9;1
CHRISTINASTR.;78-80;1
HOHENZOLLERNRING;49-47;1
AACHENER STR.;607;1
HOHENZOLLERNRING;50-48;1
HOHENZOLLERNRING;51-49;1
HOHENZOLLERNRING;51-53;1
ROTHEHAUSSTR.;1-1A;1
HOHENZOLLERNRING;52-50;1
CHRISTINASTR.;54-56;1
HOHENZOLLERNRING;52/54;1
CHRISTINASTR.;53-55;1
HOHENZOLLERNRING;53-51;1
CHRISTINASTR.;5;1
HOHENZOLLERNRING;54/56;1
CHRISTINASTR.;49-51;1
CHRISTINASTR.;35-39;1
HOHENZOLLERNRING;56-54;1
CHRISTINASTR.;21-23;1
HOHENZOLLERNRING;57-57A;1
CHRISTINASTR.;1A;1
HOHENZOLLERNRING;69-71;1
HOHENZOLLERNRING;70-72;1
CHRISTINASTR.;17-19;1
CHRISTINASTR.;13-15;1
HOHENZOLLERNRING;73-75;1
HOHENZOLLERNRING;73-77;1
HOHENZOLLERNRING;75/75;1
CHRISTIAN-SÜNNER-STR.;1;1
CHRISTIANSTR.;8-10;1
HOHENZOLLERNRING;75-83;1
HOHENZOLLERNRING;77;1
HOHENZOLLERNRING;77-83;1
CHRISTIANSTR.;76/78;1
HOHENZOLLERNRING;80-74;1
HOHENZOLLERNRING;8-10;1
HOHENZOLLERNRING;81-83;1
CHRISTIANSTR.;70-72;1
HOHENZOLLERNRING;85-89;1
HOHENZOLLERNRING;89-87;1
HOHENZOLLERNRING;89-93/95;1
HOHENZOLLERNRING;91;1
CHRISTIANSTR.;60-60A;1
HOHENZOLLERNRING;93-95;1
CHRISTIANSTR.;60;1
HOHENZOLLERNRING;95-93;1
HOHENZOLLERNRING;99-97;1
HOHE PFORTE;102;1
CHRISTIANSTR.;54;1
HOHE PFORTE;13-21;1
CHRISTIANSTR.;52;1
HOHE PFORTE;21;1
CHRISTIANSTR.;49;1
HOHE PFORTE;22-22A;1
CHRISTIANSTR.;4-8;1
HOHE PFORTE;22 A;1
CHRISTIANSTR.;36;1
HOHE PFORTE;2-6;1
ROTHEHAUSSTR.;16-18;1
HOHE PFORTE;27-29;1
CHRISTIANSTR.;25;1
HOHE PFORTE;44;1
HOHE PFORTE;90;1
HOHE PFORTE;9-11;1
HOHE STR.;10;1
HOHE STR.;12;1
HOHE STR.;128-132;1
HOHE STR.;134C;1
HOHE STR.;134 C;1
ROTHEHAUSSTR.;1A;1
HOHE STR.;16;1
HOHE STR.;16-168;1
HOHE STR.;16-22;1
HOHE STR.;18;1
CHRISTIANSTR.;17;1
HOHE STR.;22;1
HOHE STR.;24-26;1
CHRISTIANSTR.;16;1
HOHE STR.;34A;1
HOHE STR.;4/8;1
HOHE STR.;55-61;1
HOHE STR.;81;1
HOHE STR.;85-87;1
HOHE STR.;98;1
CHRISTIANSTR.;15;1
HOHE STR. PO;10;1
HOHE STR. PO;106;1
HOHE STR. PO;106-104;1
CHRISTIANSTR.;14;1
HOHE STR. PO;24;1
HOHE STR. PO;39;1
HOHE STR. PO;39-41;1
HOHE STR. PO;4;1
HOHE STR. PO;42;1
HOHE STR. PO;45;1
HOHE STR. PO;58;1
HOHE STR. PO;63;1
HOHE STR. PO;64;1
HOHE STR. PO;66;1
HOHE STR. PO;68;1
HOHE STR. PO;77-79;1
HOHE STR. PO;82;1
CHRISTIANSTR.;13;1
HOHLGASSE;11;1
HOHLGASSE;15;1
HOHLGASSE;17;1
HOHLGASSE;29;1
HOHLGASSE;44;1
HOHLGASSE;50;1
HOHLGASSE;55;1
HOHLGASSE;6;1
HÖHRER WEG;4-6;1
CHRISTIANSTR.;12-14;1
HOLBEINSTR.;10;1
HOLBEINSTR.;13;1
ROTHEHAUSSTR.;1C;1
HOLBEINSTR.;25-23;1
HOLBEINSTR.;25-27;1
CHRISTIANSTR.;12;1
HOLBEINSTR.;27-29;1
HOLBEINSTR.;29;1
HOLBEINSTR.;32-34;1
ROTHEHAUSSTR.;20-22;1
HOLBEINSTR.;33-35;1
HOLBEINSTR.;34-32;1
HOLBEINSTR.;4;1
HOLBEINSTR.;5;1
HOLBEINSTR.;53-55;1
ROTHEHAUSSTR.;23-25;1
HOLBEINSTR.;55-57;1
HOLBEINSTR.;7-9;1
HOLBEINSTR.;G;1
HÖLDERLINSTR.;19;1
HÖLDERLINSTR.;7;1
HÖLDERLINSTR.;93-95;1
HÖLDERLINSTR. WE;51;1
HÖLDERLINSTR. WE;93-95;1
HÖLDERLINWEG;1;1
CHRISTIAN-SCHULT-STR.;99;1
HÖLDERLINWEG;2;1
HÖLDERLINWEG;20;1
HÖLDERLINWEG;2-6;1
CHRISTIAN-SCHULT-STR.;97B;1
CHRISTIAN-SCHULT-STR.;9/11;1
HOLLARSTR.;;1
HOLLERATHER STR.;10-12;1
HOLLERATHER STR.;17/19;1
HOLLERATHER STR.;7;1
CHRISTIAN-SCHULT-STR.;7-9;1
HOLLWEGHSTR.;11-13;1
CHRISTIAN-SCHULT-STR.;68;1
CHRISTIAN-SCHULT-STR.;60A-C;1
HOLLWEGHSTR.;2;1
CHRISTIAN-SCHULT-STR.;5-3;1
CHRISTIAN-SCHULT-STR.;42A;1
HOLLWEGHSTR.;3-5;1
ROTHEHAUSSTR.;24;1
HOLLWEGHSTR.;8-12;1
CHRISTIAN-SCHULT-STR.;3-1;1
CHRISTIAN-SCHULT-STR.;31;1
HOLSTEINSTR.;22;1
CHRISTIAN-SCHULT-STR.;14-16;1
CHRISTIAN-SCHULT-STR.;1/3;1
HOLSTEINSTR.;63;1
HOLSTEINSTR.;6-8;1
HOLSTEINSTR.;9-11;1
CHRISTIAN-HÜNSELER-STR.;2;1
HÖLTYSTR.;;1
HOLUNDERWEG;19;1
HOLUNDERWEG;;1
HOLUNDERWEG JU;24;1
HOLUNDERWEG JU;5;1
HOLUNDERWEG JU;56;1
HOLUNDERWEG JU;72;1
HOLWEIDER MARKTPLATZ;11;1
HOLWEIDER STR.;1;1
HOLWEIDER STR.;100;1
CHRISTIAN-GAU-STR.;9;1
HOLWEIDER STR.;102;1
HOLWEIDER STR.;104;1
HOLWEIDER STR.;106-112;1
HOLWEIDER STR.;110-102;1
CHRISTIAN-GAU-STR.;56;1
CHRISTIAN-GAU-STR.;54;1
HOLWEIDER STR.;116-118;1
CHRISTIAN-GAU-STR.;31;1
HOLWEIDER STR.;118-120;1
HOLWEIDER STR.;119-121;1
HOLWEIDER STR.;122-124;1
HOLWEIDER STR.;122/124;1
HOLWEIDER STR.;126;1
HOLWEIDER STR.;14;1
HOLWEIDER STR.;2;1
CHRISTIAN-GAU-STR.;20;1
HOLWEIDER STR.;23-25;1
HOLWEIDER STR.;2-4;1
CHRISTIAN-GAU-STR.;17;1
CHRISTIAN-GAU-STR.;10;1
ROTHEHAUSSTR.;24-26;1
HOLWEIDER STR.;35/37;1
CHRISTIAN-COENEN-STR.;66;1
HOLWEIDER STR.;37/39;1
CHRISTIAN-COENEN-STR.;18;1
HOLWEIDER STR.;39-41;1
CHORBUSCHSTR.;43;1
CHORBUSCHSTR.;41;1
CHORBUSCHSTR.;31;1
CHORBUSCHSTR.;29-31;1
CHORBUSCHSTR.;19-21;1
CHLODWIGPLATZ;9;1
CHLODWIGPLATZ;7;1
HOLWEIDER STR.;47-49;1
CHLODWIGPLATZ;5;1
HOLWEIDER STR.;49-47;1
HOLWEIDER STR.;49/51;1
CHLODWIGPLATZ;22;1
ROTHEHAUSSTR.;27;1
CHLODWIGPLATZ;20-22;1
HOLWEIDER STR.;53-57;1
HOLWEIDER STR.;54;1
CHLODWIGPLATZ;2;1
HOLWEIDER STR.;55/57;1
HOLWEIDER STR.;5/7;1
CHLODWIGPLATZ;19;1
HOLWEIDER STR.;5-9;1
CHLODWIGPLATZ;17;1
HOLWEIDER STR.;60-64;1
CHLODWIGPLATZ;15;1
CHLODWIGPLATZ;14-16;1
HOLWEIDER STR.;64/60;1
HOLWEIDER STR.;65-67;1
CHLODWIGPLATZ;11;1
HOLWEIDER STR.;67/69;1
HOLWEIDER STR.;69-71;1
HOLWEIDER STR.;70;1
CHERUSKERSTR. PO;;1
HOLWEIDER STR.;71-73;1
HOLWEIDER STR.;73-75;1
CHERUSKERSTR.;9-11;1
CHERUSKERSTR.;9;1
HOLWEIDER STR.;77-79;1
CHERUSKERSTR.;5;1
HOLWEIDER STR.;78/80;1
CHERUSKERSTR.;3;1
HOLWEIDER STR.;80/82;1
HOLWEIDER STR.;81-87;1
CHERUSKERSTR.;14;1
HOLWEIDER STR.;85/87;1
CHERUSKERSTR.;10;1
HOLWEIDER STR.;93/95;1
HOLWEIDER STR.;94;1
HOLWEIDER STR.;96-102;1
HOLWEIDER STR.;ZEHNSTR. 45;1
HOLWEIDER STR.;ZEHNTST. 45;1
CHEMNITZER STR.;108;1
HOLZGASSE;10-12;1
ROTHEHAUSSTR.;27-29;1
HOLZGASSE;12-14;1
CHARLOTTENSTR.;61;1
HOLZGASSE;1-3;1
HOLZGASSE;13/15;1
CHARLOTTENSTR.;37-39;1
CHARLOTTENSTR.;35;1
HOLZGASSE;3;1
HOLZGASSE;3-5;1
CHARLOTTENSTR.;33-35;1
CHARLOTTENSTR.;33;1
HOLZGASSE;5/7;1
HOLZGASSE;73;1
HOLZGASSE;77;1
CHARLOTTENSTR.;23;1
CHARLIERSTR.;;1
HOLZMARKT;13;1
HOLZMARKT;13-15;1
HOLZMARKT;3;1
HOLZMARKT;5;1
HOLZMARKT;7;1
HOLZMARKT;71-73;1
CHARLIERSTR.;2;1
CHAMISSOSTR.;7;1
CHAMISSOSTR.;23-25;1
HOLZSCHNEIDERGASSE;4;1
HOLZWEG;;1
HOLZWEG RO;;1
HOLZWERFT;59-65;1
HOMARSTR.;1;1
CHAMISSOSTR.;20;1
HOMARSTR.;15;1
HOMARSTR.;16;1
HOMARSTR.;26;1
HOMARSTR.;5;1
HOMARSTR.;51;1
HOMARSTR.;60;1
HOMARSTR.;77-79;1
CAUSEMANNSTR.;58-60;1
CAUSEMANNSTR.;5;1
HOMBERGSTR.;8C;1
CAUSEMANNSTR.;109;1
CAUMANNSSTR.;KITA;1
HOMBURGER STR.;11;1
CAUMANNSSTR.;26;1
CAUMANNSSTR.;19-21;1
CAUMANNSSTR.;14;1
CASTELLAUNER STR.;35;1
HOMBURGER STR.;6;1
CASTELLAUNER STR.;32;1
CASTELLAUNER STR.;2;1
CÄSARSTR.;80;1
HÖNINGER WEG;107-109;1
HÖNINGER WEG;121;1
CÄSARSTR.;52-58;1
HÖNINGER WEG;125;1
HÖNINGER WEG;127;1
HÖNINGER WEG;132;1
HÖNINGER WEG;134;1
HÖNINGER WEG;136;1
HÖNINGER WEG;147-151;1
HÖNINGER WEG;153;1
CÄSARSTR.;29;1
ROTHEHAUSSTR.;28-30;1
HÖNINGER WEG;17;1
CÄSARSTR.;26;1
HÖNINGER WEG;172-174;1
HÖNINGER WEG;1722;1
CARL-VON-LINDE-STR.;;1
HÖNINGER WEG;174-176;1
CARLSWERKSTR.;PL;1
HÖNINGER WEG;175-177;1
CARLSWERKSTR.;33;1
HÖNINGER WEG;178;1
HÖNINGER WEG;182-184;1
CAMBERGER STR.;24;1
HÖNINGER WEG;188-190;1
HÖNINGER WEG;190-192;1
CAMBERGER STR.;16;1
HÖNINGER WEG;192-194;1
CAMBERGER STR.;14;1
CAMBERGER STR.;12-14;1
HÖNINGER WEG;198;1
HÖNINGER WEG;200;1
CAMBERGER STR.;12;1
HÖNINGER WEG;208-210;1
CÄCILIENSTR. PO;11;1
HÖNINGER WEG;210-208;1
HÖNINGER WEG;218B;1
CÄCILIENSTR.;488;1
ROTHEHAUSSTR.;29-31;1
CÄCILIENSTR.;45;1
CÄCILIENSTR.;44-46;1
HÖNINGER WEG;239-241;1
CÄCILIENSTR.;42-46;1
HÖNINGER WEG;243-245;1
HÖNINGER WEG;245-247;1
CÄCILIENSTR.;4;1
HÖNINGER WEG;255;1
HÖNINGER WEG;27;1
HÖNINGER WEG;273;1
HÖNINGER WEG;275-277;1
HÖNINGER WEG;284-286;1
HÖNINGER WEG;286;1
CÄCILIENSTR.;39;1
HÖNINGER WEG;297;1
HÖNINGER WEG;298;1
HÖNINGER WEG;300;1
HÖNINGER WEG;332;1
HÖNINGER WEG;345;1
HÖNINGER WEG;354;1
AACHENER STR.;60-64;1
HÖNINGER WEG;358;1
HÖNINGER WEG;370;1
CÄCILIENSTR.;30;1
HÖNINGER WEG;396;1
HÖNINGER WEG;4-10;1
HÖNINGER WEG;59;1
HÖNINGER WEG;60;1
HÖNINGER WEG;68;1
HÖNINGER WEG;71;1
HÖNINGER WEG;99;1
HÖNINGER WEG;TCHIBO;1
CÄCILIENSTR.;2-10;1
HONNEFER PLATZ;5;1
CÄCILIENKLOSTER;8/10;1
HONSCHAFTSSTR.;15;1
HONSCHAFTSSTR.;218;1
HONSCHAFTSSTR.;218 A;1
HONSCHAFTSSTR.;226;1
HONSCHAFTSSTR.;238;1
HONSCHAFTSSTR.;258;1
HONSCHAFTSSTR.;298;1
HONSCHAFTSSTR.;299;1
HONSCHAFTSSTR.;300;1
HONSCHAFTSSTR.;303;1
HONSCHAFTSSTR.;311;1
CÄCILIENKLOSTER;6-8;1
HONSCHAFTSSTR.;359;1
HONSCHAFTSSTR.;369;1
HONSCHAFTSSTR.;398;1
HOPFENSTR.;15;1
HOPFENSTR.;16;1
HOPFENSTR.;22;1
HOPFENSTR.;29;1
HOPFENSTR.;40-48;1
HOPFENSTR.;43;1
HOPFENSTR.;46;1
HOPFENSTR.;50;1
HOPFENSTR.;56;1
HOPFENSTR.;57;1
CÄCILIENKLOSTER;4-8;1
HOPPEGARTENER STR.;3;1
CÄCILIENKLOSTER;46;1
CÄCILIENKLOSTER;42-44;1
CÄCILIENKLOSTER;33;1
HORNSTR.;2;1
HORNSTR.;85;1
CÄCILIENKLOSTER;2-6/8-10;1
HORNSTR.;94;1
HORNSTR.;96;1
HORREMER STR.;;1
HORSTSTR.;1;1
HORSTSTR.;47;1
HORSTSTR.;5;1
CÄCILIENKLOSTER;2-12;1
HOSPELTSTR.;26;1
HOSPELTSTR.;32A;1
HOSPELTSTR.;32A-32C;1
HOSPELTSTR.;32 A-C;1
HOSPELTSTR.;35A;1
HOSPELTSTR.;35A-37;1
HOSPELTSTR.;57;1
HOSPELTSTR.;59;1
HOSPELTSTR.;63;1
HOSPELTSTR.;66;1
HOSPELTSTR.;69;1
HOSPELTSTR.;70;1
HOSPELTSTR.;72;1
HOSTERSTR.;8;1
BUTZWEILERHOF-ALLEE;31;1
HOUDAINER STR.;19;1
HOUDAINER STR.;47;1
HOUDAINER STR.;57;1
HOUDAINER STR.;58;1
HOUDAINER STR.;64;1
HOUDAINER STR.;68;1
HOUDAINER STR.;70-70A;1
HOUDAINER STR.;70B;1
HOUDAINER STR.;80;1
BUTZWEILERHOFALLEE;55;1
HOVENSTR.;15;1
HOVENSTR.;22;1
HOVENSTR.;24.-26;1
HOVENSTR.;3;1
BUTZWEILERHOFALLEE;41;1
HOVENSTR.;7;1
BUTZWEILERHOFALLEE;29;1
HÖXTERSTR.;19;1
HUBERTUSSTR.;10;1
HUBERTUSSTR.;2;1
BUTTERMARKT;40-42;1
HUBERTUSSTR. PO;4-6;1
HUFELANDSTR.;100-104;1
HUFELANDSTR.;106-108;1
BUTTERMARKT;38;1
BUTTERMARKT;31;1
HUFELANDSTR.;125;1
HUFELANDSTR.;137;1
BUTTERMARKT;15;1
HUFELANDSTR.;155;1
HUFELANDSTR.;161;1
BUTTERMARKT;10-12;1
HUFELANDSTR.;;1
HUGO-DISTLER-WEG;51;1
HUGO-ECKENER-STR.;21;1
HUGO-ECKENER-STR.;;1
HUGO-JUNKERS-STR.;19A-21;1
HUGO-JUNKERS-STR.;20;1
HUGO-JUNKERS-STR.;21;1
HUGO-JUNKERS-STR.;27;1
HUGO-JUNKERS-STR.;29;1
HUGO-JUNKERS-STR.;31;1
HUGO-JUNKERS-STR.;5-7;1
HUGO-JUNKERS-STR.;6;1
HUGO-JUNKERS-STR.;62;1
HUGO-JUNKERS-STR.;76;1
HUGO-JUNKERS-STR.;78-80;1
HUGO-JUNKERS-STR.;88;1
HUGO-JUNKERS-STR.;90;1
HUGO-PREUSS-STR.;17;1
BUSSARDSTR.;4;1
HUGO-PREUSS-STR.;5;1
HUGO-PREUSS-STR.;5-7;1
BUSSARDSTR.;2-4;1
HÜHNERGASSE;12-14;1
HUHNSGASSE;10;1
HUHNSGASSE;12-12;1
HUHNSGASSE;1214;1
BÜSDORFER STR.;9B-C;1
BÜSDORFER STR.;9B;1
BÜSDORFER STR.;7;1
HUHNSGASSE;13-17;1
HUHNSGASSE;15;1
BÜSDORFER STR.;17;1
HUHNSGASSE;16/12-14;1
HUHNSGASSE;2;1
BUSCHWEG;41-43;1
BUSCHWEG;39-41;1
BUSCHWEG;37;1
HUHNSGASSE;3;1
HUHNSGASSE;34;1
ROTHEHAUSSTR.;30;1
HUHNSGASSE;39-41;1
HUHNSGASSE;39/41;1
HUHNSGASSE;40-44;1
HUHNSGASSE;45-51;1
HUHNSGASSE;6-8;1
HUHNSGASSE;88;1
HUHNSGASSE;90;1
BUSCHGASSE;5;1
HUHNSGASSE;9-13;1
ROTHEHAUSSTR.;31-33;1
HÜLCHRATHER STR.;20;1
HÜLCHRATHER STR.;25;1
HÜLCHRATHER STR.;30;1
HÜLCHRATHER STR.;34;1
BUSCHGASSE;16-18;1
HÜLTZPLATZ;1;1
ROTHEHAUSSTR.;35;1
BUSCHFELDSTR.;85;1
ROTHEHAUSSTR.;3-5;1
HÜLTZSTR.;14-16;1
HÜLTZSTR.;15-17;1
BUSCHFELDSTR.;79;1
BUSCHFELDSTR.;67-69;1
HÜLTZSTR.;19L21;1
BUSCHFELDSTR.;66;1
HÜLTZSTR.;21-23;1
HÜLTZSTR.;22/24;1
HÜLTZSTR.;24/2;1
BUSCHFELDSTR.;43;1
HÜLTZSTR.;26-28;1
HÜLTZSTR.;27-29;1
HÜLTZSTR.;28;1
HÜLTZSTR.;28-26;1
BUSCHFELDSTR.;39;1
HÜLTZSTR.;30-32;1
HÜLTZSTR.;31-33;1
BUSCHFELDSTR.;19;1
HÜLTZSTR.;32-36;1
HÜLTZSTR.;33-35;1
BUSCHFELDSTR.;125;1
HÜLTZSTR.;36-38;1
BUSCHFELDSTR.;11;1
BUSCHDORFER STR.;;1
BURTSCHEIDER STR.;26;1
HÜLTZSTR.;4-8;1
BURTSCHEIDER STR.;13;1
HUMBOLDTSTR.;100;1
BURGUNDERSTR.;9-11;1
HUMBOLDTSTR.;12;1
BURGUNDERSTR.;8-10;1
HUMBOLDTSTR.;18-20;1
HUMBOLDTSTR.;18-22;1
HUMBOLDTSTR.;21;1
BURGUNDERSTR.;57-61;1
ROTHEHAUSSTR.;38-40;1
BURGUNDERSTR.;49;1
BURGUNDERSTR.;42/44;1
BURGUNDERSTR.;42-44;1
ROTHEHAUSSTR.;40;1
HUMBOLDTSTR.;46-44;1
BURGUNDERSTR.;35/37;1
HUMBOLDTSTR. PO;103;1
HUMBOLDTSTR. PO;105;1
HUMBOLDTSTR. PO;134;1
HUMBOLDTSTR. PO;413;1
HUMBOLDTSTR. PO;99;1
BURGUNDERSTR.;33-37;1
HUMMELSBERGSTR.;6;1
HUMPERDINCKSTR.;3;1
HÜNENSTR.;;1
HUNOLDSTR.;2;1
HUNOLDSTR.;5;1
HUNOLDSTR.;5A;1
HUNOLDSTR.;7;1
HUNOLDSTR.;9;1
BURGUNDERSTR.;28;1
HUNSRÜCKSTR.;12;1
BURGUNDERSTR.;22/24;1
HUNSRÜCKSTR.;16;1
HUNSRÜCKSTR.;28;1
HÜRTHER STR.;4;1
HÜTTENSTR.;10-12;1
HÜTTENSTR.;10-8;1
HÜTTENSTR.;12-10;1
AACHENER STR.;592;1
HÜTTENSTR.;14-12;1
HÜTTENSTR.;16-18;1
BURGUNDERSTR.;16-18;1
HÜTTENSTR.;20;1
HÜTTENSTR.;22A;1
ROTHEHAUSSTR.;41-43;1
BURGUNDERSTR.;14;1
BURGUNDERSTR.;1;1
HÜTTENSTR.;26-28;1
HÜTTENSTR.;27;1
HÜTTENSTR.;29-31;1
BURGSTR.;94;1
HÜTTENSTR.;3;1
BURGSTR.;92;1
HÜTTENSTR.;33;1
BURGSTR.;86;1
BURGSTR.;84;1
HÜTTENSTR.;6-4;1
BURGSTR.;82;1
BURGSTR.;72;1
HÜTTENSTR.;8/10;1
HÜTTENSTR.;HX;1
HÜTTENWEG;;1
HYAZINTHENWEG;;1
IBSENSTR.;10;1
IBSENSTR.;3A;1
IBSENSTR.;3D;1
IBSENSTR.;3F;1
IDASTR.;28-30;1
IDASTR.;29A;1
IDASTR.;36;1
IDASTR.;37;1
IDASTR.;40;1
BURGSTR.;2-4;1
IDASTR.;41-45;1
ROTHEHAUSSTR.;41/43;1
BURGSTR.;191;1
BURGSTR.;17;1
IDDELSFELDER HARDT;;1
IDDELSFELDER STR.;68;1
IDDELSFELDER STR.;69;1
IGELWEG;9-9A;1
IGELWEG;;1
IGNYSTR.;1;1
IGNYSTR.;2;1
IGNYSTR.;20/22;1
IGNYSTR.;36;1
IGNYSTR.;4;1
IGNYSTR.;44/46;1
IGNYSTR.;52;1
IKAROSSTR.;3;1
ILEXWEG;46;1
BURGSTR.;167;1
ILTISSTR.;10;1
